lemma (V),sentence,dobj,dobj index
watch,then we watched some more shows...and then tom jones performed...it was (in my opinion) the best show we've ever done.,shows,5
watch,then we watched some more shows and went home....me and amanda decided to sit together with joe and reb across from us talking about us...emily was supposed to spy but she failed...cuz she went to sleep                           saturday: last day of comp :(  it was very sad.,shows,5
watch,im watching russia:land of the tzar's...but it can be spelled dif.,russia,3
watch,but ya me and em had a good time (as always) then went over to her house and watched dogma...good movie that dogma ;)...,dogma,21
watch,hey     so im watching cricket right now and it took me awhile to figure out how they scored and such,cricket,6
watch,i watched family guy and thats always good hehe.,guy,3
watch,and of course when u watch tv theres a nice juicy cheeseburger right there all the time so your reminded about how much u want it and how hungry you are but cant have it...more jello...     6) the need to bitch after that your all reading right now...'nuff said   there are more,tv,6
watch,whats happened today and yesterday....  slept ate (pudding and jello pretty much...and it doesnt fill you up too much)  thats about it...alot of tv watching time too...it doesnt sound bad but when u have like 5 stitches through your lip and your nose hurts without anything even touching it and you cant move one fourth of your mouth...not too great haha.,time,37
watch,then i watched jcss cuz its kool,jcss,3
watch,and i watched it.,it,3
watch,:x: movie you rented = ...dont remember :x: movie you bought = master in command...didnt watch it :x: song you listened to =,it,22
watch,nothing real exciting happened cept we watched a boring movie in history.,movie,9
watch,so i was watching family guy today and they made this joke about how this guy with a hare lip was really disgusting and really weird.,guy,5
watch,now we dont hafta watch his glove and stepping...yay!  and heres something for you redsox fans.....,glove,7
watch,I got to watch it from a screener...using bit torrent.,it,4
watch,I can watch it every now and again with out getting bored.,it,3
watch,Last night ked and i sat down together to watch diane sawyer's interview with mel gibson.,interview,13
watch,"To watch such pain and anguish and to imagine that's what i put my savior through, i just don't know if my body can handle it.",pain,3
watch,We came home just exhausted and watched some mindless tv before heading to bed.,tv,9
watch,It's so cool to watch this journey.,journey,7
watch,I smiled as i watched these two play so fearlessly and uninhibited.,play,7
watch,For supper we treated karon to some awesome pizza at buca dibeppo's and raced home to watch the wild card episode of american idol!,episode,21
watch,"After ked got home we were all so tired we just kind of hung around, ked finished a few projects, and we watched the verdict of last night's american idol.",verdict,26
watch,We got quite the kick out of watching ked throw elbows every time they came too close to 'his girls'!,elbows,10
watch,I pulled her hair through the cap while we watched american idol and discussed who was out of tune and whether or not we agreed with simon's comments.,idol,11
watch,I love watching the little boys and the little old ladies in the audience get their groove on.,boys,5
watch,"Ked took the video today, and this person was interested and said he's watch it over the weekend.",it,16
watch,Tonight ked and i watched the tampa/calgary stanley cup game.,game,11
watch,Last fall we watched a few of the yankees/marlins world series games.,few,5
watch,"Actually, we watched ramp on tv.",ramp,4
watch,I think we had more fun making fun of the movie than actually watching it.,it,14
watch,It was amazing how many people were there to watch the sunset.,sunset,11
watch,This afternoon i was watching  urllink ryan on air  like i always do (it's my late afternoon break) and they featured a restaurant that would be like heaven to me!,urllink,6
watch,"Anyway, if you're able to watch it, i hope you enjoy it!",it,8
watch,We also watched jay leno who had the six on and showed a lot of outtakes.,leno,4
watch,We taped the show and watched it after we got home.,it,6
watch,"Ked then watched a few rounds of pbs - this old house, new yankee woodshop, and we watched this cheesy 80's movie 'my science project.'",rounds,5
watch,"Ked then watched a few rounds of pbs - this old house, new yankee woodshop, and we watched this cheesy 80's movie 'my science project.'",movie,24
watch,She is part of a group of ladies that i have been watching over the past few months.,that,8
watch,"Well i'd love to stay up and watch the rest of the pistons game, but i have an early morning tomorrow thanks to a dentist appointment.",rest,10
watch,I've been inspired as i've watched these athletes persevere under incredible physical and emotional pain to emerge as champions.,athletes,9
watch,"St pete times forum is just a few blocks from ut where ked works, but we decided to avoid the craziness and watch the game at home.",game,25
watch,The last time i watched the pistons in the finals against the lakers it was 1989 and i was 12 and isaiah thomas and the bad boys picked up the title.,pistons,6
watch,"That brings back memories, watching the games with dad and jason, thinking how cool thomas was, and watching magic and kareem go down!!",games,7
watch,"That brings back memories, watching the games with dad and jason, thinking how cool thomas was, and watching magic and kareem go down!!",magic,21
watch,While they were shopping i watched the cakes and corralled ked into helping me with some cleaning.,cakes,7
watch,Then we came home for mom's famous sunday night pizza and we watched ice age.,age,15
watch,"After supper, mom and i watched a couple of the season 1 episodes from karon's new a-team dvd set.",couple,8
watch,"After supper, mom and i watched a couple of the season 1 episodes from karon's new a-team dvd set.",episodes,13
watch,"6/13/04  tonight we were watching t.v. and a commercial for wendy's came on, and suddenly i wanted a chocolate shake.",t.v,6
watch,"After church we just hung out around here and then watched return of the king that night, thanks to jay-bird who gave it to supak for his birthday.",return,11
watch,"Down the road i am more cautious now, i watch closely the ones that i least expected…but i was still blind.",ones,13
watch,"After we watched vegas vacation and left sara's dad's house, we realised we had a lot of time, so we went to the beach and looked at the stars for a little while.",vacation,4
watch,We ate dinner and watched vegas vacation.,vacation,6
watch,"This would be typical of a thursday, but, its wednesday...today, while watching 'pirates of the caribbean' in french class, i decided i should pursue a career in such a field.",pirates,18
watch,i got really tanned or tanner than before and im burnt on the shoulders like always...that night i slept over at scotts house and we chilled playing games and watched the ring..i personally like that movie..my favorite part is when the scary lookin chick walks out of the tv...,ring,34
watch,Today i just chilled watched the new peter pan with my sis and then went to work were i worked...,pan,8
watch,"Watch the cpom site (http://www.constitutionpartyms.com) for pictures, more info, and how you can get the next best thing to being there again:  the day's speeches on cd!",site,3
watch,"There's simply no limit to the amound of good this has done in the world, and quite frankly, i'm thinking of forgoing the entire 2nd half of the month of november in order to watch all the episodes... again, and again!",episodes,41
watch,"I remember having dreams where i was in my grand parents house (because thats where i'd allways watch the movie) and i would have one of those neato 'pulse action riffles' from the movie, and i'd be running around killing aliens.",movie,22
watch,I enjoy watching the mountain every time i drive home from work.,mountain,4
watch,"Well i connected to the cartoon network site and when i tried to watch the damn cartoos, that i don't even like that much anyway, the browser spewed out somehting like  'this content is not authorized for your region' .",cartoos,16
watch,"Den when my dad came home,we started to watch tv..after that,my dad came home..",tv,11
watch,"Last night i spent the night at laura's after watching a hysterical movie called being john malkovich (*malkovich, malkovich...malkovich!*) with gareth.",movie,13
watch,"I'm supposed to be doing something with laura and kevin today, but i might not in favor of staying home and watching romantic comedies (standard procedure for after a bad breakup).",comedies,25
watch,"We hung out, watching his insanely adorable kitten.",kitten,8
watch,"Anyways then we went down to maffeo-sutton,a nd watched a circus, but can't tell you much cause laura's here.",circus,14
watch,Watch out laura!,laura,2
watch,"After that, we watched some tv.",tv,6
watch,"so i'm going to go kiss my boyfriend and then watch that and some other bad movies, ok?  ttyl",that,12
watch,"so i'm going to go kiss my boyfriend and then watch that and some other bad movies, ok?  ttyl",ttyl,22
watch,"*man, i should really start watching 'the tick' again!",tick,10
watch,"It's so much fun to hear about your latest celebrity crushes, and to watch a scary movie with you and watch you gasp and scream.",movie,18
watch,"The ring will always be the scariest movie in the world, and i'm glad i watched it for the first time with you!",it,18
watch,I just watched three and a half hours of a&e.,hours,7
watch,We left sherayna watching the luggage because you can't leave it alone or airport security will take it and destroy it in case it's a bomb.,luggage,5
watch,"When we got back, sherayna and mom went wandering, and i watched the luggage.",luggage,15
watch,"*brain anurism*finally, the lady agrees to watch my luggage for me while i run down to security in search of a phone.",luggage,10
watch,"While waiting for our next flight, we went and watched more planes landing and taking off.",landing,13
watch,"I watch too much airline on a&e. about five minutes later, lee (my mom's first husband, and my brother's and sister's dad but not mine) came strolling up, and we all went to go find a rental car shuttle, which was a bus that was identical to ours back home except for the coloring, and the luggage racks.",airline,4
watch,"So we all got dressed, and went and watched the rehearsal.",rehearsal,11
watch,Watched an episode of jag together.,episode,2
watch,"We watched spiderman, and then shopped, among other things.",spiderman,2
watch,"Woke up at 12pm, went to shaw to 'study' from 1pm to 5pm and then going home to sleep till 8pm and started watching tv.",tv,31
watch,"Looking forward to tml, meeting them + chilling in orchard + watching 'i,robot'.",robot,16
watch,"Whle eating roti prata, we watched the video that darius, teh fcuking great videoman, took of us jamming... 40+ mins including the video-ing of the ij chix.",video,8
watch,"Let's watch 'i, robot'.",robot,6
watch,Everyone should watch it.,it,3
watch,=)  watched farenehit 9/11 after that with (in order of merit)...,farenehit,3
watch,I'll watch the video tonight.',video,4
watch,And i watched you in your sleep  lord i met you in high places  i kissed your head and kissed your feet,you,3
watch,And i watched you in your sleep  lord,you,3
watch,"I watched 'oprah, after the show' the other day.",oprah,3
watch,Anybody watch the memphis news?,news,4
watch,"Poetry that i wrote randomly because i wanted to speak of this evening's events:   two figures walking, conversing the intricacies of three random languages hispanic boy comments to oriental girl commenting on the beauty of the sunset reflection sitting to watch the final sunrays that ignite the clouds, flammable tender",sunrays,47
watch,"So we left there and walked in shelby farms, then proceeded toward a television to watch  donnie  and set off to japanese food.",donnie,18
watch,"Or maybe it is just watching those sad type movies, like lord of the rings (i know...initially, what is it but a bunch of fat hobbits?",movies,9
watch,Elise is fucking  beautiful  because she called me just in time to tune into pbs to watch the theory of everything oh shit,theory,20
watch,"I swear i could not breathe normally, i started to hyperventilate while watching it, because it is god god god",it,14
watch,I called jack o'connor to tell him but he had already called jingbo to tell him and so thus i called david to make him watch it because this thing is holy.,it,26
watch,To watch it.,it,2
watch,"Those movies seem to have such an odd effect on me, despite the enjoyment i perceive whilst watching them.",them,19
watch,"no, as i watch, it swells into some hideous beast, and though i still talk to people who sit on both sides of this abhorrent creature, i feel that the beast may lunge for me soon, trying to make me choose the side of the rift upon which i will live, and i will watch the other side shrink as the schism spreads.",shrink,64
watch,"We rented a life less ordinary instead, and watched it at brock's house.",it,10
watch,We have been watching movies in biology for a while now.,movies,4
watch,(watch the kevorkian scarf.),scarf,4
watch,Radio is one of those movies that always makes me want to crawl into the fetal position while watching it.,it,19
watch,One should watch it for the purpose of having that experience.,it,3
watch,"I wanted to sell my stuff saturday morning, but it was a great way to watch people for awhile.",people,17
watch,"Watch and see what they were looking for, watch them and see them criticize my stuff, and then of all the injustices, watch them as they turned their nose up at my valuable stuff.",them,10
watch,"Watch and see what they were looking for, watch them and see them criticize my stuff, and then of all the injustices, watch them as they turned their nose up at my valuable stuff.",them,26
watch,I watch them and wonder -- what are they looking for?,them,2
watch,Has anyone been watching big brother?,brother,5
watch,And i had ringside seats to watch  that  boxing match.,match,11
watch,I finally watched the season finale of scrubs.,finale,5
watch,"No, not because i watched 'the ring' before i went to bed, (which, by the way, has at least 1/4 of material that i still don't understand,) and certainly not because i feel guilty about not practicing very much violin this week.",ring,8
watch,"Or maybe because i watched the japanese version when i was 10 (and too young), and i didn't bother to watch 'the ring' until now, (and i've grown up, plus i know the plot and shit).",version,7
watch,"Or maybe because i watched the japanese version when i was 10 (and too young), and i didn't bother to watch 'the ring' until now, (and i've grown up, plus i know the plot and shit).",ring,27
watch,"In fact, i think i'm off to watch it again...",it,10
watch,I used to watch wwf  54.,wwf,4
watch,I watch pbs  84.,pbs,2
watch,I watch it...,it,2
watch,And the second two days i just lay around on the couch and watch tv.,tv,14
watch,especially if you dont watch soaps.,soaps,6
watch,"we ate chinese food in front of the tv and watched the fireworks from the window - what a blast (ha ha) - however, it did start off with a family blowout regarding what else - money - she owes this one money - he has the car - she wont give up the money and some bill hasnt been paid...",fireworks,12
watch,I am hoping that either drew ( who is so hot my tv screen smokes after i watch the show ) or will wins.,show,19
watch,"It was a fleeting thought that she was using me to watch her dog for free but, i dont think she would let me stay in her house and watch her dog if she didnt like me.",dog,13
watch,"It was a fleeting thought that she was using me to watch her dog for free but, i dont think she would let me stay in her house and watch her dog if she didnt like me.",dog,33
watch,"1.30 in the morning on a friday night and instead of being out or doing my thing, i’m home watching kill bill vol. 2.",bill,23
watch,"1.30 in the morning on a friday night and instead of being out or doing my thing, i’m home watching kill bill vol. 2.",2,26
watch,"This time, i watched the whole film and interestingly enough, i discovered a few interesting things while watching the credits.",film,7
watch,"This time, i watched the whole film and interestingly enough, i discovered a few interesting things while watching the credits.",credits,21
watch,Pretty sad how i watch so much horseshit nowadays.,horseshit,7
watch,"Same with tv; every night, without fail, i’d watch the simpsons",simpsons,14
watch,I had the distinct pleasure of watching 4 movies the other night; courtesy of a school friend who was nice enough to burn them onto cd for me.,movies,8
watch,"Pulp fiction  watching these two in a row, i got a taste of tarantino overload.",two,5
watch,"Still, it’s good to watch the man at work, he sure makes a mean movie.",man,8
watch,"After watching that, i damn well nearly had to get my eyes cleaned out with paint thinner.",that,2
watch,"Anyhow, as most of you can tell, i just finished watching part 2 of the trilogy.",part,13
watch,"Spending my friday night at home alone watching the mtv movie awards 2004, i’m naturally a bit bored.",awards,11
watch,"Between working out during the adverts and reducing my brain to rot with watching the shows, i couldn’t help but notice a certain advertisement   while others might not have noticed, me being the racist bigoted person i am, the new toyota advertisement made an impression on me.",shows,15
watch,"Choice quote:  'it's one thing to watch sunshine, another thing to be sunshine'  music:  mentalfloss spinning house  mood:  the fire within is burning  food:  bbq cheese burger",sunshine,11
watch,"The strange episode of saturday night was that as i was getting ready to go over to a's place to watch the movie, i went to the car to get some stuff and there was a homeless woman sitting on the front stoop of our next door neighbour - smoking, spitting and drinking a timmie's coffee.",movie,23
watch,"We found great space to sit and watch the fireworks, not crowded and maybe closer to where they were going off than overtop of the parliament with all it's throngs of people.",fireworks,9
watch,Little d and i went upstairs for a while to watch a little entertainment.,entertainment,13
watch,"I've always had a strange affinity to watching the tour, but never really had opportunity because of working and time zone differences, etc.",tour,10
watch,While it's not the same as watching it on tv - which they are also showing all live coverage each day - it is almost better because you have to imagine the riders charging up the mountain.,it,8
watch,"For the last few weeks so many things have reminded me of you guys, for example just before i wrote this i watched a movie (love actually) which  i saw with one of you guys and i remember so many things about what we talked about, did and though before,after and in the middle of the film.",movie,25
watch,"I watched 'queer eye for the straight guy' the other day, this relatively new american show about 5 or so gay guys rearranging a straight guy's life.",eye,4
watch,"I went down town earlier this evening, to watch the idol finale, and on the way home i couldnt drive faster than 40 (kilometers/hour), wich is crazy.",finale,12
watch,"As for the idol craze, i have watched american idol a few times and world idol once, but i find myself inexplicably nackered (spelling?)",idol,10
watch,"Now everybody is watching this show exept me, im working.",show,5
watch,"And watching football with your girlfriend, who could care less, at 3 am is no scobie's.",football,2
watch,"We didnt have to many projects this week so after our markstrat session on thursday we went to watch the elections in iceland university, which realy do suck but they have cheap beer",elections,21
watch,I came home at 13 the day after and watch 3 football matches during that day.,matches,12
watch,"so ive watch some football on tv, on wednesday i watched man city against tottenham coz' icelands national keeper just signed for the prior and played the match.",football,5
watch,"so ive watch some football on tv, on wednesday i watched man city against tottenham coz' icelands national keeper just signed for the prior and played the match.",city,14
watch,"One thought to begin with, i just watched simple life with paris hilton and i just have to ask in anyone realy amazed that people around the world think that americans are stupid.",life,10
watch,"About my week, i have been sick most of it and just spent my time watching downloaded movies (loved bloody sunday (shame in brits) and average joe) and slept, not very interesting.",movies,18
watch,but i still spent most of my time watching football and didnt realy do anything thing until 1:30 in the morning when i went to pick up my drunk friend and then another,football,9
watch,At 5 i came home and went to sleep and just woke up at 13 to see 'boltinn me? gu?na bergs' which is the best program in iceland and its about football:) after that i watched chelsea win blackburn in fun game and went to work.,blackburn,41
watch,and i think i just might watch super bowl not that i like anythin' about it just dont think ill fall a sleep.,bowl,8
watch,"Its 3:40 (am), im really on the fence about weather to start doing homework due tomorrow or just watch some downloaded movie i took from my schools intranet an hour ago.",movie,25
watch,"Since my interest in downloaded movies i watched all 24, all friends, all american idol and a bunch of movies.",24,9
watch,I just watched american idol the wildcard show and there is this one guy matt metzelder or something he reminds me of vegard they arent look alikes but its funny just something that reminds me of that.,idol,4
watch,I just watched american idol the wildcard show and there is this one guy matt metzelder or something he reminds me of vegard they arent look alikes but its funny just something that reminds me of that.,show,7
watch,"So, i was watching the news the other night, and they had an interesting occurrence at wal-mart.",news,6
watch,"Going to the gym with edgar today, just had 4 hours of spanish marketing arse class and stayed in and watched the footie last night, how could you not want to live your life vicariously through me, how much more exciting can you get?!?",footie,23
watch,More than 500 people came to watch the final.,final,8
watch,"Watching this funny european finance masters student across from me right now, and he looks thoroughly confused by his computer.",student,6
watch,You should have seen the other guy ;)  today and yesterday i've been watching the office and its just so funny.,office,17
watch,"No, i haven't been watching handball, but since you're such a sports fan, you should know that the longhorns (my university's baseball team) are in the finals of the college world series!",handball,7
watch,The next day was a bit of a washout apart from watching england labour to a 3-0 win over switzerland which was neither pretty nor entertaining....,labour,13
watch,"Funny story, saw good old marta in the sports bar last night watching the italy match, it is a small world i tell ya!",match,16
watch,"I am gonna go and have a nice cold pint down the pub, go for a curry with the boys and then potentially collapse and try and watch the tyson fight, but somehow i don't think that is gonna happen!",fight,32
watch,I just finished watching senator ted kennedy's speech at the democratic national convention.,speech,8
watch,Just played championship manager and watched videos.,videos,6
watch,I came home at twelve after watching a depressing match where greece made it to the final...,match,9
watch,Just before i came home i went to a sport bar to watch chelsea-milan with a friend.,milan,15
watch,and i just finished watching the time trials for the tour de france..,trials,7
watch,"You go with me on memorial day and you stand in arlington national cemetery, where i have more friends buried than i'd like to remember, and you watch those waving flags.",flags,33
watch,"On bubb rubb and woo woo.....  to fully grasp the wonderful bit of comedy that is bubb rubb and woo woo, you must first watch a little  urllink news clip  from oakland.",clip,33
watch,"After you watch the clip, go directly to the  urllink bubb rubb  site and mix it up for yourself.....let me know what you think...",clip,4
watch,Think about it....when was the last time one of your buddies called you and asked you over for a tall glass of milk while you watch the game?,game,29
watch,"This guy  happens to be a true-blue, brass-balled, spandex-lovin, monster garage watchin, beer drinkin dood with a big fucken angle-grinder (for those who don't watch monster garage, that is a saw that cuts through metal).",garage,41
watch,(watch something about mary on a laptop...,something,2
watch,Sunday   hit up 2 street festivals and went to murphy's bar outside wrigley to watch the cubs game.,game,19
watch,"Please, take the time to watch it, if you think your time was wasted in any way, i'll personally refund you the cost.",it,7
watch,Watched 'big fish'.,fish,3
watch,Yesterday i was able to go to the library all by me onesies since mom was here to watch the kiddos so i got to do it the old-fashioned way.,kiddos,20
watch,"I love football, have watched it with my daddy since i was a little girl.    12.",it,6
watch,If they are bright green... watch yourself.  16.,yourself,7
watch,If they are bright green... watch yourself.  16.,16,10
watch,"So, i was watching the cma's (yes, country music awards) the other night for some reason.",awards,13
watch,"Any day now, but i don't ever get to watch it.",it,12
watch,and i don't have to watch them like a hawk.,them,7
watch,I almost didn't watch it because of johnny depp.,it,5
watch,"In fact, i didn't watch it until this month.",it,7
watch,I'd watch him anyday.,him,3
watch,"(yeah, now the feebs and all those other governmental pantywaists will probably be watching me, fuck 'em)   after driving all over hell and half of texas friday and finally finding a reasonably priced washer and dryer (and of course not at the same place)",me,16
watch,I rent movies and i don't even watch them because i want someone to watch them with.,them,9
watch,I rent movies and i don't even watch them because i want someone to watch them with.,them,16
watch,We've watched some good movies.,movies,5
watch,Anyway im gonna watch tv for a wile then maybe write some documentation for the ipodlinux project in the wee hours of the morning.,tv,6
watch,"Whoopie goldberg  she is so funny, i just watched two of her movies on free to air tv.",two,11
watch,"Anyway, i haven't had much to do, so i've been watching my aqua teen hunger force dvd's a lot.",lot,23
watch,she's here to break my heart again da na na na na na na na  watch her on the floor tonight feel the crush she will incite the spark of hope she will ignite a beautiful sight softer than the lightest snows watch her as the moment slows in my face the door will close,her,18
watch,she's here to break my heart again da na na na na na na na  watch her on the floor tonight feel the crush she will incite the spark of hope she will ignite a beautiful sight softer than the lightest snows watch her as the moment slows in my face the door will close,her,45
watch,It's kinda cool to be able to watch nomar play for a decent team.,play,10
watch,Just once i'd like to be watching a game where someone does that.,game,9
watch,"My friend emailed me earlier, and she told me she was watching some late night tv and saw penguins having sex.",tv,16
watch,to watch best bet.. its quite a nice show..,bet,3
watch,to watch best bet.. its quite a nice show..,show,9
watch,"then yesterday listening compre, i got 4 wrong, aww.... later then go for syf, which i nv really watch cause so sianz..",which,18
watch,"urllink linuxtag  ;  urllink knoppix project  ; 'freenx server' ;  urllink nomachine  ; fabian franz ; kurt pfeifle ;  urllink kalyxo  project ; myostatin protein ; trillian ;  urllink cerulean  ; iwon ; ofdm encoding ;  urllink hope conference  ; jello biafra ;  urllink morning herald  ;  urllink australian computer museum  ;  urllink sparrow electric vehicle  ;  urllink myers motors  ;  urllink phoenix evnironmental motors  ; kvell ; megillah ; kvetch ; yiddish ; shtick ; maven ; mavin ; meister ; pin money ; delectation ;  urllink harlem renaissance  ; ralph ellison ; zora neale hurston ; nella larsen ; langston hughes ; jessie fauset ; countee cullen ; claude mckay ; james weldon johnson ; john t. biggers ; edward burra ; aaron douglas ; william h. johnson ; lois mailou jones ; jacob lawrence ; hale woodruff ; louis armstrong ; duke ellington ; pops foster ; fletcher henderson ; luis russell ; the apollo theater ; 'take a walk on the wild side' ; apollo theater foundation inc. ; 'yet do i marvel' ;  urllink harlem renaissance at nku  ; greenwich village ; lower manhattan ; upper manhattan ; 'the new nego movement' ; alain leroy locke ; the new negro ; marcus garvey ; universal negro improvement association (unia) ; w.e.b. du bois ; the crisis magazine ; angelina w. grimke ; marion vera cuthbert ; ida b. wells-barnett ; black death ; anne spencer ; arna bontemps ; jean toomer ; palmer hayden ; invisible man ; shadow and act ; going to the territory ; trading twelves: the selected letters of ralph ellison and albert murray (with albert murray) ; living with music: ralph ellison's jazz writings ; the collected essays of ralph ellison ; flying home: and other stories ; washington heights ; john callahan ; lewis and clark college ; literary executor ; juneteenth ; their eyes were watching god ; eatonville, florida ; barnard college ; alice walker ; ms. magazine ; honah's gourd vine ; richard wright ; toni morrison ; mules and men ; tell my horse ; moses, man of the mountain ; dust tracks on a road ; seraph on the suwanee ; sanctified church ; mule bone ; spunk ; barracoon ;  urllink civilization  ; china ; ancient egypt ; indus valley civilization ; sumer ; neolithic ; jericho ; catalhuyuk ; mahatma gandhi ; arnold j. toynbee ; samuel p. huntington ; noam chomsky ; negri ; hardt ; postmodernist ; sumerian empire ; middle empire ; harappa ; minoan empire ; hittite empire ; ming empire ; qin empire ; republic of china ; people's republic of china ; hindu indian ; mauryan empire ; gupta empire ; austronesian ; babylonian ; mesomerican ; olmec ; toltec ; aztec ; greek and roman ; mayan ; levantine ; syria ; phoenicia ; canaan ; kingdom of israel ; southeast ; khmer empire ; srivijaya ; majapahit empire ; islamic ; arabian empire ; mississippian ; cahokia ; japanese ; tokugawa shogunate ; post-meiji japan ; mongol empire ; british empire ; french empire ; spanish empire ; united states ; russian empire ; soviet union ; great zimbabwe ; inca empire ; mound building civilization ; hohokam ; mogollan ; anasazi ; iroquois confederacy ; mesopotamia ; first temple times ; veneer ; athens ; etruscan ; odious ; derrida's of grammatology ; byzantium ; moslem ; natron ; horus ; duamutef ; qebhsenuef ; hapy ; lmsety ; ka ; ba ; ibis ; nile perch ; book of the dead ; papyrus ; the papyrus of ani ; weighing of the heart ; hall of judgement ; anubis ; maat ; feather of truth ; thoth ; osiris ; rameses xi ; herihor",god,363
watch,Well i guess that someone was right in saying “it is as it was”  guys do watch it.,it,20
watch,i dont see the 'whole world watching us' ...,us,9
watch,Roshan has purchased tintin cd collection had nice time watching them.,them,10
watch,"My weekend was great....got the dvds of some eng films..pirates of carribean,lotr, harry potter etc. and spent some quality time watching them.......",them,29
watch,thats abt me ..got to get back to watch the movie..passion of christ..gr8,movie,12
watch,he is finally done with mit...he is in blore now... watched troy twice...amazing movie...,troy,14
watch,he is finally done with mit...he is in blore now... watched troy twice...amazing movie...,movie,18
watch,guys any one watched julie..,julie,4
watch,man u wil stop watching pondi's..,pondi,5
watch,"However, since i've started watching oprah recently, i went poking around on her website and discovered an  urllink online journal section .",oprah,7
watch,"I loved his portrayal of both characters, but i didn't recognize him the entire time i watched the trilogy.",trilogy,20
watch,"Since i have a lot of free time these days, i've started watching tv again, mostly specific shows like dr. phil, oprah, csi, gilmore girls, and pokemon.",tv,15
watch,"Since i have a lot of free time these days, i've started watching tv again, mostly specific shows like dr. phil, oprah, csi, gilmore girls, and pokemon.",shows,20
watch,"“at the end of forty-five minutes of reflective listening, i recommended that philip go six months without reading one newspaper, watching one television show about crime or newscasts of any kind, and no radio news at all.",show,28
watch,"I've actively avoided watching the news for a year and a half now, and it's really quite difficult to miss anything important that happens.",news,6
watch,"(the night the us troops broke into baghdad, i was at a home-hostel in canterbury, and our hostess made us watch the news in her living room.)",news,27
watch,"I've watched him enough now that i can diagnose some problems in relationships around me (including my own), and that's pretty cool.",him,3
watch,"Basically, i've been watching dr. phil a lot and reading his books.",phil,8
watch,"got up at 2pm, watched tv and had coffee, went out to eat and ali drove me to the lrt station.",tv,7
watch,"And all i can think about is the sun and how it feels on my skin, and driving by stinson, and traipsing through muir woods, and hanging out at laguna beach, watching the surfers at huntington riding the waves...i miss it.",surfers,37
watch,So we walk to his class watching everyone in their little uniforms (so cute!),everyone,7
watch,Everyone could then watch the film and appreciate it rather than trying to figure out what they have missed.,film,5
watch,you should go watch it!!,it,4
watch,":)      after watching a movie, dinner, and pool with val till past midnight, ngak and i went on to hangout at the middle road muslim food centre (middle earth) for teh tarik and some crappy prata.",movie,5
watch,"I am not exactly the most religious person in the world, but i do believe god is up there watching us.",us,21
watch,"I think when i got there, there was about 10 people actually watching the band play.",play,16
watch,I   finally  got to watch the matrix:revolutions.,matrix,8
watch,If you've watched the first two a must see.,two,6
watch,"I do realize am pretty late on my review, but do you realize i watched it for the first time tonite?",it,16
watch,I went to st. francis today to watch their production of shakespear's   hamlet .,production,10
watch,I stayed after track to watch the softball game.,game,8
watch,Every other class we either watched a movie or went over something i did already.,movie,7
watch,"We get on the bus friday morning, about 6 o'clock, and we are informed since there are middle school students (read: little kids) we would not be watching any thing over the rating of pg.",thing,34
watch,"We, people in high school, argued that they could have signed a paper or something to give permission to watch pg-13 movies at least.",movies,23
watch,"For the most part it is a site of flash and video files, well thats what i was watching most of the time.",what,17
watch,"For the most part it is a site of flash and video files, well thats what i was watching most of the time.",most,21
watch,I migrated to the couch to watch some tv and wait for the time to call.,tv,8
watch,"I really hadn't watched the show so i didn't know weither i was being insulted or not, but assumed so, because thats how the guys at work are.",show,6
watch,Last night we watch minority report and then discussed the technology in it.,report,5
watch,"After i got home, i watch 'the matrix', because i was bored and felt like it.",matrix,9
watch,"Never forget: being soaked to the bone watching fireworks john corro stfu noobzore, i don't hax 'flash!'",fireworks,9
watch,"This is me,  watching the sky",sky,7
watch,"This is me,  watching the world  as it comes to an end   empty  frantic  blind   this is me,  after the fire.",world,7
watch,Almost singing as you say  goodbye  now waiting for the day  when you return to me   i've loved and lost  watched the wind  as it moves in your hair,wind,28
watch,"From the barn, she had gone straight upstairs and barricaded herself in her room, and she had spent the whole afternoon trying to watch tv and ignore the fact that cloud was locked up in his room only two doors down.",tv,26
watch,“watch it people!,it,2
watch,Reno had no idea when cloud needed to have a gear shifted because he insisted that he didn’t need to watch the speedometer.,speedometer,23
watch,"Vincent was looking out of the rain-splattered window with his arms wrapped absently around yuffie’s waist, watching the clouds churn and dance angrily over the horizon.",churn,23
watch,"Then we watched edward scissorhands, then i got to show rachel the awesomeness that is gackt.",scissorhands,4
watch,I was watching this thing on newgrounds and it was so creepy.,thing,4
watch,I'll never watch it again.,it,4
watch,I was just watching this video of gackt and someone else.,video,5
watch,"And i’m still sympathetic, i’m still pretending that i don’t aspire to be anything more than they do, a midwestern housewife that revels in ricki lake, a woman that can sleep till noon while their bad children wet their diapers and watch blues clues, but what the fuck do i care because i’m hung over because i was out too late last night trying to escape the boxed fate that i have cemented my entire life into.",clues,49
watch,"I'd wake up and go at it, i'd do it in the shower, before i fell asleep, watching porn, reading porn, thinking about porn.",porn,23
watch,urllink     part of the fun of today is watching a gentleman we'll call mr. snatch.,gentleman,11
watch,"Well, i'm off to watch his sexy peacock dance...",dance,10
watch,"I hope you enjoy my site, and pop back from time to time to watch me on my web cam, or read my blog.",me,16
watch,"Oh, and i'm meant to be getting the files i've been waiting for from rail gourmet, so i can start their project, and actuality get paid for it (watch out new computer, here i come)",computer,37
watch,If you liked spaced: watch it!,it,6
