lemma,verb form,percent as verb,percent as propn,Count as verb,Sentence,Doc index,Sent index,index of verb,tokenized sentence,total open class,ENSEMBLE tag,ENSEMBLE replacements,entropy,%OPENCLASS
shoe,shoes,0.0058411214953271,0.0011682242990654,5,You need someone who shoes you that you are special  and it makes you feel good to see that you are loved.,16545,4,4,"('You', 'need', 'someone', 'who', 'shoes', 'you', 'that', 'you', 'are', 'special', ' ', 'and', 'it', 'makes', 'you', 'feel', 'good', 'to', 'see', 'that', 'you', 'are', 'loved', '.')",856.0,VERB,"['shows', 'knows', 'tell', 'told', 'gives']",0.0647954713944398,1.0
album,album,0.0008920606601248,0.0062444246208742,1,"You either like that they change from album to album a lot, or you don't.",7341,14,9,"('You', 'either', 'like', 'that', 'they', 'change', 'from', 'album', 'to', 'album', 'a', 'lot', ',', 'or', 'you', 'do', ""n't"", '.')",1121.0,VERB,"['album', 'record', 'release', 'one', 'song']",0.06502529792049887,1.0
warning,warning,0.0077821011673151,0.0,2,"Then we played some good old gamecube and watched some good old stand up comedians (warning: this show may contain nudity, 'well, i sorta need to know for sure).",31696,17,16,"('Then', 'we', 'played', 'some', 'good', 'old', 'gamecube', 'and', 'watched', 'some', 'good', 'old', 'stand', 'up', 'comedians', '(', 'warning', ':', 'this', 'show', 'may', 'contain', 'nudity', ',', ""'"", 'well', ',', 'i', 'sorta', 'need', 'to', 'know', 'for', 'sure', ')', '.')",257.0,NOUN,"['note', 'Note', 'NOTE', 'spoiler', 'Disclaimer']",0.06570187838061436,1.0
warning,warning,0.0077821011673151,0.0,2,"Well, we are in texas, and the people are very friendly here (i know this because the 10 people i asked for directions (to the restaurant (taco diner in west village, i recommend it for your next trip the big d, but warning, no one knows where it is - ask for the west village mall instead and directions to dealey plaza, and directions to our hilton in grapevine) were all way nice and...if they didn't know how to direct me, overly disappointed), and miquel was no exception.",7357,15,49,"('Well', ',', 'we', 'are', 'in', 'texas', ',', 'and', 'the', 'people', 'are', 'very', 'friendly', 'here', '(', 'i', 'know', 'this', 'because', 'the', '10', 'people', 'i', 'asked', 'for', 'directions', '(', 'to', 'the', 'restaurant', '(', 'taco', 'diner', 'in', 'west', 'village', ',', 'i', 'recommend', 'it', 'for', 'your', 'next', 'trip', 'the', 'big', 'd', ',', 'but', 'warning', ',', 'no', 'one', 'knows', 'where', 'it', 'is', '-', 'ask', 'for', 'the', 'west', 'village', 'mall', 'instead', 'and', 'directions', 'to', 'dealey', 'plaza', ',', 'and', 'directions', 'to', 'our', 'hilton', 'in', 'grapevine', ')', 'were', 'all', 'way', 'nice', 'and', '...', 'if', 'they', 'did', ""n't"", 'know', 'how', 'to', 'direct', 'me', ',', 'overly', 'disappointed', ')', ',', 'and', 'miquel', 'was', 'no', 'exception', '.')",257.0,INTJ,"['alas', 'again', 'wait', 'seriously', 'sorry']",0.06570187838061436,1.0
couch,couched,0.0078740157480314,0.0,3,Much was couched in the application to family life but each line of questioning seemed to lead to god's path.,17231,11,2,"('Much', 'was', 'couched', 'in', 'the', 'application', 'to', 'family', 'life', 'but', 'each', 'line', 'of', 'questioning', 'seemed', 'to', 'lead', 'to', 'god', ""'s"", 'path', '.')",381.0,VERB,"['difficult', 'lost', 'wrong', 'said', 'asked']",0.06634397526831169,1.0
couch,couch,0.0078740157480314,0.0,3,"Personally i fell into anjan’s trap at the start of the year, i thought he was a lazy pig who would couch up and do nothing at home.",930,12,23,"('Personally', 'i', 'fell', 'into', 'anjan', '’s', 'trap', 'at', 'the', 'start', 'of', 'the', 'year', ',', 'i', 'thought', 'he', 'was', 'a', 'lazy', 'pig', 'who', 'would', 'couch', 'up', 'and', 'do', 'nothing', 'at', 'home', '.')",381.0,VERB,"['wake', 'get', 'stay', 'throw', 'dress']",0.06634397526831169,1.0
couch,couch,0.0078740157480314,0.0,3,"'nice,' because we presently couch our decisions to terminate people's lives on high-minded premises like being deformed or unwanted, rather than racial supremacy or  lebensraum .",22206,77,7,"(""'"", 'nice', ',', ""'"", 'because', 'we', 'presently', 'couch', 'our', 'decisions', 'to', 'terminate', 'people', ""'s"", 'lives', 'on', 'high', '-', 'minded', 'premises', 'like', 'being', 'deformed', 'or', 'unwanted', ',', 'rather', 'than', 'racial', 'supremacy', 'or', ' ', 'lebensraum', '.')",381.0,VERB,"['base', 'based', 'make', 'bases', 'basis']",0.06634397526831169,1.0
am,am,0.0014566642388929,0.0058266569555717,2,Okay guys now i am making another one cause i can actually do it now!i am excited for nicole's too.,18597,0,15,"('Okay', 'guys', 'now', 'i', 'am', 'making', 'another', 'one', 'cause', 'i', 'can', 'actually', 'do', 'it', 'now!i', 'am', 'excited', 'for', 'nicole', ""'s"", 'too', '.')",1373.0,VERB,"['am', 'was', 'so', 'feel', 'get']",0.06744751889036324,0.9906204906204906
am,am,0.0014566642388929,0.0058266569555717,2,"I would have been four at the time, and my mom would have been listening to 77 wabc (yes, i'm old enough to remember when people actually listened to am radio, and when am radio played music).",32021,4,33,"('I', 'would', 'have', 'been', 'four', 'at', 'the', 'time', ',', 'and', 'my', 'mom', 'would', 'have', 'been', 'listening', 'to', '77', 'wabc', '(', 'yes', ',', 'i', ""'m"", 'old', 'enough', 'to', 'remember', 'when', 'people', 'actually', 'listened', 'to', 'am', 'radio', ',', 'and', 'when', 'am', 'radio', 'played', 'music', ')', '.')",1373.0,ADP,"['am', 'the', 'AM', 'a', 'FM']",0.06744751889036324,0.9906204906204906
stair,stair,0.0080971659919028,0.0,2,I didn’t even get to say goodbye please come back to me  i sit and stair at the wall watching the world spin round’,27393,7,17,"('I', 'did', 'n’t', 'even', 'get', 'to', 'say', 'goodbye', 'please', 'come', 'back', 'to', 'me', ' ', 'i', 'sit', 'and', 'stair', 'at', 'the', 'wall', 'watching', 'the', 'world', 'spin', 'round', '’')",247.0,VERB,"['stare', 'look', 'star', 'gaze', 'smile']",0.06789640139994163,1.0
stair,stair,0.0080971659919028,0.0,2,I sit and stair at the wall watching the world spin round’ me feeling your arms near by i close my eyes and begin to cry  i don’t know how to say this or even where to begin but today as you left the house i knew you would not be returning  trust me,27393,0,3,"('I', 'sit', 'and', 'stair', 'at', 'the', 'wall', 'watching', 'the', 'world', 'spin', 'round', '’', 'me', 'feeling', 'your', 'arms', 'near', 'by', 'i', 'close', 'my', 'eyes', 'and', 'begin', 'to', 'cry', ' ', 'i', 'do', 'n’t', 'know', 'how', 'to', 'say', 'this', 'or', 'even', 'where', 'to', 'begin', 'but', 'today', 'as', 'you', 'left', 'the', 'house', 'i', 'knew', 'you', 'would', 'not', 'be', 'returning', ' ', 'trust', 'me')",247.0,VERB,"['look', 'stare', 'gaze', 'star', 'looking']",0.06789640139994163,1.0
belief,beliefs,0.0047961630695443,0.0023980815347721,2,And i love that he beliefs in god so strongly.,39007,6,5,"('And', 'i', 'love', 'that', 'he', 'beliefs', 'in', 'god', 'so', 'strongly', '.')",417.0,VERB,"['believe', 'is', 'trust', 'lives', 'faith']",0.06816352451247974,0.9976076555023924
belief,belief,0.0047961630695443,0.0023980815347721,2,when i went back to the doctor he couldn't belief my lack of progress.,4827,17,10,"('when', 'i', 'went', 'back', 'to', 'the', 'doctor', 'he', 'could', ""n't"", 'belief', 'my', 'lack', 'of', 'progress', '.')",417.0,VERB,"['see', 'understand', 'believe', 'explain', 'help']",0.06816352451247974,0.9976076555023924
steve,steve,0.003584229390681,0.992831541218638,1,Did you now steve is going to be stuck at my house for like 2 days...,20264,0,3,"('Did', 'you', 'now', 'steve', 'is', 'going', 'to', 'be', 'stuck', 'at', 'my', 'house', 'for', 'like', '2', 'days', '...')",279.0,PRON,"['he', 'she', 'this', 'it', 'that']",0.06854217205992166,1.0
rare,raring,0.0081967213114754,0.0,2,"2 guys cheer, raring to collect their winnings.",35396,47,4,"('2', 'guys', 'cheer', ',', 'raring', 'to', 'collect', 'their', 'winnings', '.')",244.0,VERB,"['ready', 'going', 'off', 'trying', 'go']",0.0685860940364442,1.0
rare,raring,0.0081967213114754,0.0,2,"However, i must say, i had a ton of fun, even though weeknight dodgeball can be quite tiring as opposed to saturday mornings, in which you are rested and raring to go.",8777,8,33,"('However', ',', 'i', 'must', 'say', ',', 'i', 'had', 'a', 'ton', 'of', 'fun', ',', 'even', 'though', 'weeknight', 'dodgeball', 'can', 'be', 'quite', 'tiring', 'as', 'opposed', 'to', 'saturday', 'mornings', ',', 'in', 'which', 'you', 'are', 'rested', 'and', 'raring', 'to', 'go', '.')",244.0,ADJ,"['ready', 'good', 'happy', 'excited', 'prepared']",0.0685860940364442,1.0
distant,distant,0.0081967213114754,0.0,1,"I notice i'm getting weak in faith, and beginning to distant myself from him again.",34686,22,12,"('I', 'notice', 'i', ""'m"", 'getting', 'weak', 'in', 'faith', ',', 'and', 'beginning', 'to', 'distant', 'myself', 'from', 'him', 'again', '.')",122.0,PART,"['distance', 'separate', 'remove', 'distant', 'withdraw']",0.0685860940364442,1.0
song,Song,0.0002667377967457,0.0080021339023739,1,Song on the radio at the moment: lil jon and the east side boys: get low.,30922,27,0,"('Song', 'on', 'the', 'radio', 'at', 'the', 'moment', ':', 'lil', 'jon', 'and', 'the', 'east', 'side', 'boys', ':', 'get', 'low', '.')",3749.0,NOUN,"['music', 'is', 'song', 'and', '</s>']",0.07078485020303087,1.0
culture,culture,0.003003003003003,0.0045045045045045,2,What is important is that we culture an ability to accept others as they are within ourselves.,23776,25,6,"('What', 'is', 'important', 'is', 'that', 'we', 'culture', 'an', 'ability', 'to', 'accept', 'others', 'as', 'they', 'are', 'within', 'ourselves', '.')",666.0,VERB,"['have', 'develop', 'build', 'need', 'possess']",0.07106356443049987,1.0
culture,culture,0.003003003003003,0.0045045045045045,2,"As part of capital high's attempt to culture the student, once a week we go to a 'fine arts' class with our history (1st semester) or english (2nd semester) class.",36431,0,8,"('As', 'part', 'of', 'capital', 'high', ""'s"", 'attempt', 'to', 'culture', 'the', 'student', ',', 'once', 'a', 'week', 'we', 'go', 'to', 'a', ""'"", 'fine', 'arts', ""'"", 'class', 'with', 'our', 'history', '(', '1st', 'semester', ')', 'or', 'english', '(', '2nd', 'semester', ')', 'class', '.')",666.0,VERB,"['engage', 'develop', 'challenge', 'serve', 'help']",0.07106356443049987,1.0
letter,lettered,0.0019193857965451,0.0057581573896353,2,"There are many other issues i have with the management of this place, such as some of the hand-lettered posts on the bulletin board and some of the letters that they send about.",10996,65,21,"('There', 'are', 'many', 'other', 'issues', 'i', 'have', 'with', 'the', 'management', 'of', 'this', 'place', ',', 'such', 'as', 'some', 'of', 'the', 'hand', '-', 'lettered', 'posts', 'on', 'the', 'bulletin', 'board', 'and', 'some', 'of', 'the', 'letters', 'that', 'they', 'send', 'about', '.')",1042.0,VERB,"['written', 'writing', 'made', 'out', 'writing']",0.07119815986970847,1.0
letter,lettered,0.0019193857965451,0.0057581573896353,2,"At the end of the second day, the work was completed and all of us, young and old, american and nicaraguan, english-speaking and spanish-speaking, toured through the building and celebrated as the school name was reapplied, carefully lettered by a local artisan.",31772,40,47,"('At', 'the', 'end', 'of', 'the', 'second', 'day', ',', 'the', 'work', 'was', 'completed', 'and', 'all', 'of', 'us', ',', 'young', 'and', 'old', ',', 'american', 'and', 'nicaraguan', ',', 'english', '-', 'speaking', 'and', 'spanish', '-', 'speaking', ',', 'toured', 'through', 'the', 'building', 'and', 'celebrated', 'as', 'the', 'school', 'name', 'was', 'reapplied', ',', 'carefully', 'lettered', 'by', 'a', 'local', 'artisan', '.')",1042.0,VERB,"['done', 'made', 'designed', 'cut', 'created']",0.07119815986970847,1.0
meaning,meaning,0.005813953488372,0.0,3,"I've never really had a 'log', for lack of a more common and manly word (meaning diary or journal i suppose...).",28898,4,20,"('I', ""'ve"", 'never', 'really', 'had', 'a', ""'"", 'log', ""'"", ',', 'for', 'lack', 'of', 'a', 'more', 'common', 'and', 'manly', 'word', '(', 'meaning', 'diary', 'or', 'journal', 'i', 'suppose', '...', ')', '.')",516.0,PUNCT,"['a', 'a', 'like', 'or', 'A']",0.07177979902371254,1.0
meaning,meaning,0.005813953488372,0.0,3,"the well-meaning drunk: oh, sure, their heart's in the right place, and i'm glad he stopped by to apologise for all the noise and such, but at half four in the morning there are better things i can think of doing.",177,0,3,"('the', 'well', '-', 'meaning', 'drunk', ':', 'oh', ',', 'sure', ',', 'their', 'heart', ""'s"", 'in', 'the', 'right', 'place', ',', 'and', 'i', ""'m"", 'glad', 'he', 'stopped', 'by', 'to', 'apologise', 'for', 'all', 'the', 'noise', 'and', 'such', ',', 'but', 'at', 'half', 'four', 'in', 'the', 'morning', 'there', 'are', 'better', 'things', 'i', 'can', 'think', 'of', 'doing', '.')",516.0,VERB,"['meaning', 'known', 'done', 'fed', 'being']",0.07177979902371254,1.0
meaning,meaning,0.005813953488372,0.0,3,"Some of you who read this are well versed in the history of this music (meaning: hey brandt), so i ask, have you heard this story before?",8785,10,16,"('Some', 'of', 'you', 'who', 'read', 'this', 'are', 'well', 'versed', 'in', 'the', 'history', 'of', 'this', 'music', '(', 'meaning', ':', 'hey', 'brandt', ')', ',', 'so', 'i', 'ask', ',', 'have', 'you', 'heard', 'this', 'story', 'before', '?')",516.0,INTJ,"['eg', 'ex', 'like', 'say', 'example']",0.07177979902371254,1.0
appropriate,appropriated,0.0087719298245614,0.0,2,"When i compared these two movies together, i kind of realised how full of shit the matrix was, i mean, for the matrix opening sequence, they basically appropriated katakana alphabets and fashioned them into this supposed new code that the matrix is built on.",17497,34,31,"('When', 'i', 'compared', 'these', 'two', 'movies', 'together', ',', 'i', 'kind', 'of', 'realised', 'how', 'full', 'of', 'shit', 'the', 'matrix', 'was', ',', 'i', 'mean', ',', 'for', 'the', 'matrix', 'opening', 'sequence', ',', 'they', 'basically', 'appropriated', 'katakana', 'alphabets', 'and', 'fashioned', 'them', 'into', 'this', 'supposed', 'new', 'code', 'that', 'the', 'matrix', 'is', 'built', 'on', '.')",228.0,VERB,"['took', 'used', 'stole', 'got', 'taken']",0.07253718299881003,1.0
appropriate,appropriated,0.0087719298245614,0.0,2,"For instance, in reading  urllink douglas wilson's  'a short credo on baptism,' one can find that he does indeed state: 'the blessings [of baptism] are appropriated by faith.'",17036,20,36,"('For', 'instance', ',', 'in', 'reading', ' ', 'urllink', 'douglas', 'wilson', ""'s"", ' ', ""'"", 'a', 'short', 'credo', 'on', 'baptism', ',', ""'"", 'one', 'can', 'find', 'that', 'he', 'does', 'indeed', 'state', ':', ""'"", 'the', 'blessings', '[', 'of', 'baptism', ']', 'are', 'appropriated', 'by', 'faith', '.', ""'"")",228.0,VERB,"['received', 'given', 'only', 'provided', 'made']",0.07253718299881003,1.0
mother,mothering,0.000595947556615,0.0077473182359952,1,You are very social and sensual; you enjoy flirting and also enjoy mothering your mate.,18512,749,13,"('You', 'are', 'very', 'social', 'and', 'sensual', ';', 'you', 'enjoy', 'flirting', 'and', 'also', 'enjoy', 'mothering', 'your', 'mate', '.')",1678.0,VERB,"['meeting', 'helping', 'being', 'with', 'ing']",0.07269541085543017,1.0
glove,gloved,0.0088495575221238,0.0,1,"Yes, spreading soft cream cheese icing on still warm, gooey, sweet buns, and then swirling it with my fingers (gloved of course) to make it look simply irrisistable, is one of my favourite jobs.",4100,1,24,"('Yes', ',', 'spreading', 'soft', 'cream', 'cheese', 'icing', 'on', 'still', 'warm', ',', 'gooey', ',', 'sweet', 'buns', ',', 'and', 'then', 'swirling', 'it', 'with', 'my', 'fingers', '(', 'gloved', 'of', 'course', ')', 'to', 'make', 'it', 'look', 'simply', 'irrisistable', ',', 'is', 'one', 'of', 'my', 'favourite', 'jobs', '.')",113.0,ADJ,"['wet', 'hands', 'lips', 'mine', 'hot']",0.0730661193138456,1.0
nut,nut,0.0088495575221238,0.0,2,We follow the jury into the jurors room as they nut out the truth behind the trial they are witnessing.,15763,22,10,"('We', 'follow', 'the', 'jury', 'into', 'the', 'jurors', 'room', 'as', 'they', 'nut', 'out', 'the', 'truth', 'behind', 'the', 'trial', 'they', 'are', 'witnessing', '.')",226.0,VERB,"['find', 'figure', 'work', 'point', 'dig']",0.0730661193138456,1.0
nut,nut,0.0088495575221238,0.0,2,i just don't see myself as 'the' nut me: oh me: i see anderson: like how frank is 'the' cynic.,31120,30,10,"('i', 'just', 'do', ""n't"", 'see', 'myself', 'as', ""'"", 'the', ""'"", 'nut', 'me', ':', 'oh', 'me', ':', 'i', 'see', 'anderson', ':', 'like', 'how', 'frank', 'is', ""'"", 'the', ""'"", 'cynic', '.')",226.0,ADP,"[':', 'real', 'right', 'like', 'of']",0.0730661193138456,1.0
fresh,Fresh,0.002415458937198,0.002415458937198,1,Fresh off mt. st. helens.,19966,13,0,"('Fresh', 'off', 'mt', '.', 'st', '.', 'helens', '.')",414.0,PUNCT,"['and', '</s>', '-', 'made', '1']",0.07341262442403139,1.0
obedience,obedience,0.009090909090909,0.0,1,"I'm not very comfortable looking at all these texts that seem to be motivating me to obedience through the promise of a reward, and claim that i should eschew the offered reward in the interests of only obeying out of gratitude (which ultimately, is the will of god for our obedience",17040,16,17,"('I', ""'m"", 'not', 'very', 'comfortable', 'looking', 'at', 'all', 'these', 'texts', 'that', 'seem', 'to', 'be', 'motivating', 'me', 'to', 'obedience', 'through', 'the', 'promise', 'of', 'a', 'reward', ',', 'and', 'claim', 'that', 'i', 'should', 'eschew', 'the', 'offered', 'reward', 'in', 'the', 'interests', 'of', 'only', 'obeying', 'out', 'of', 'gratitude', '(', 'which', 'ultimately', ',', 'is', 'the', 'will', 'of', 'god', 'for', 'our', 'obedience')",110.0,PART,"['follow', 'walk', 'suffer', 'act', 'live']",0.07470433715479614,1.0
bench,benching,0.009090909090909,0.0,1,he needs to start benching/firing the people responsible for protecting his quarterback.,29787,14,4,"('he', 'needs', 'to', 'start', 'benching', '/', 'firing', 'the', 'people', 'responsible', 'for', 'protecting', 'his', 'quarterback', '.')",110.0,VERB,"['calling', 'shooting', 'paying', 'naming', 'changing']",0.07470433715479614,0.990990990990991
convinced,convinced,0.0091743119266055,0.0,1,"by the time i was able to fall asleep last night, i'd convinced myself that my score could range anywhere from 168-175.",24031,4,14,"('by', 'the', 'time', 'i', 'was', 'able', 'to', 'fall', 'asleep', 'last', 'night', ',', 'i', ""'d"", 'convinced', 'myself', 'that', 'my', 'score', 'could', 'range', 'anywhere', 'from', '168', '-', '175', '.')",109.0,VERB,"['told', 'convince', 'shown', 'remind', 'tell']",0.0752682675874345,1.0
pattern,patterned,0.0091743119266055,0.0,3,"(translation: 'make it prettier, with darker colors and fancy marble-patterned designs.')",29137,24,15,"('(', 'translation', ':', ""'"", 'make', 'it', 'prettier', ',', 'with', 'darker', 'colors', 'and', 'fancy', 'marble', '-', 'patterned', 'designs', '.', ""'"", ')')",327.0,NOUN,"['like', 'like', 'type', 'type', 'style']",0.0752682675874345,1.0
pattern,patterned,0.0091743119266055,0.0,3,"In western philosophy, metaphysical reality is patterned after plato’s world of perfect forms from which our senses draw a distorted image of the true reality.",10471,4,7,"('In', 'western', 'philosophy', ',', 'metaphysical', 'reality', 'is', 'patterned', 'after', 'plato', '’s', 'world', 'of', 'perfect', 'forms', 'from', 'which', 'our', 'senses', 'draw', 'a', 'distorted', 'image', 'of', 'the', 'true', 'reality', '.')",327.0,VERB,"['called', 'described', 'the', 'looking', 'created']",0.0752682675874345,1.0
pattern,patterned,0.0091743119266055,0.0,3,"She does wear turquoise, dramatically draped black,  exotically patterned fabric, gold lame.",12743,39,11,"('She', 'does', 'wear', 'turquoise', ',', 'dramatically', 'draped', 'black', ',', ' ', 'exotically', 'patterned', 'fabric', ',', 'gold', 'lame', '.')",327.0,ADJ,"['black', 'white', 'blue', 'soft', 'red']",0.0752682675874345,1.0
sale,saled,0.0037878787878787,0.0018939393939393,2,I know i did...i've never garage-saled with friends before...,30472,22,9,"('I', 'know', 'i', 'did', '...', ""i've"", 'never', 'garage', '-', 'saled', 'with', 'friends', 'before', '...')",528.0,PUNCT,"['d', 'ed', 'done', 'run', 'gone']",0.07561826177204443,0.998109640831758
sale,sale,0.0037878787878787,0.0018939393939393,2,And most of the time it is a normal chew toy; maybe a stuffed animal or a ball...or a little piece of rope like those ones they sale at the pet store.,20827,1,30,"('And', 'most', 'of', 'the', 'time', 'it', 'is', 'a', 'normal', 'chew', 'toy', ';', 'maybe', 'a', 'stuffed', 'animal', 'or', 'a', 'ball', '...', 'or', 'a', 'little', 'piece', 'of', 'rope', 'like', 'those', 'ones', 'they', 'sale', 'at', 'the', 'pet', 'store', '.')",528.0,VERB,"['sell', 'have', 'buy', 'get', 'carry']",0.07561826177204443,0.998109640831758
embarrassed,embarrassed,0.0092592592592592,0.0,1,"A couple of weird explanations come to mind:  - we'd be no better than dogs  - people would get into accidents if they see these goings-on and forget to pay attention to what they were doing (i.e. surfing, driving, mowing the lawn)  - because sex is something that should be kept in the bedroom (i.e. kept between the parties involved, nto spoken about, something that people should be embarrassed about).",36123,14,82,"('A', 'couple', 'of', 'weird', 'explanations', 'come', 'to', 'mind', ':', ' ', '-', 'we', ""'d"", 'be', 'no', 'better', 'than', 'dogs', ' ', '-', 'people', 'would', 'get', 'into', 'accidents', 'if', 'they', 'see', 'these', 'goings', '-', 'on', 'and', 'forget', 'to', 'pay', 'attention', 'to', 'what', 'they', 'were', 'doing', '(', 'i.e.', 'surfing', ',', 'driving', ',', 'mowing', 'the', 'lawn', ')', ' ', '-', 'because', 'sex', 'is', 'something', 'that', 'should', 'be', 'kept', 'in', 'the', 'bedroom', '(', 'i.e.', 'kept', 'between', 'the', 'parties', 'involved', ',', 'nto', 'spoken', 'about', ',', 'something', 'that', 'people', 'should', 'be', 'embarrassed', 'about', ')', '.')",108.0,ADJ,"['worried', 'silent', 'talking', 'afraid', 'quiet']",0.0758415063771471,1.0
weird,weird,0.0011229646266142,0.0050533408197641,2,"okay, so commercials weird me out.",30143,2,4,"('okay', ',', 'so', 'commercials', 'weird', 'me', 'out', '.')",1781.0,VERB,"['help', 'helped', 'bail', 'hear', 'let']",0.07636862985071972,0.9988782950084129
weird,weird,0.0011229646266142,0.0050533408197641,2,There are a number of things i'm seeing that sort of weird me out.,29080,0,12,"('There', 'are', 'a', 'number', 'of', 'things', 'i', ""'m"", 'seeing', 'that', 'sort', 'of', 'weird', 'me', 'out', '.')",1781.0,ADV,"['stress', 'help', 'draw', 'weird', 'helps']",0.07636862985071972,0.9988782950084129
template,template,0.0041152263374485,0.0041152263374485,1,"Okay, i'm going to suggest official rules to template changes, and other things.",28036,0,10,"('Okay', ',', 'i', ""'m"", 'going', 'to', 'suggest', 'official', 'rules', 'to', 'template', 'changes', ',', 'and', 'other', 'things', '.')",243.0,PART,"['make', 'allow', 'do', 'the', 'implement']",0.07704982857935802,1.0
tired,tired,0.0005027652086475,0.0085470085470085,1,"I figured i'd tired them out enough to be quiet for eileen, and it kind of worked.",26764,11,4,"('I', 'figured', 'i', ""'d"", 'tired', 'them', 'out', 'enough', 'to', 'be', 'quiet', 'for', 'eileen', ',', 'and', 'it', 'kind', 'of', 'worked', '.')",1989.0,VERB,"['let', 'get', 'leave', 'keep', 'put']",0.07722708792375584,1.0
paper,papering,0.0021337126600284,0.0064011379800853,3,She  is papering the window panes  she  is putting on a smile living in a glass house,5175,0,3,"('She', ' ', 'is', 'papering', 'the', 'window', 'panes', ' ', 'she', ' ', 'is', 'putting', 'on', 'a', 'smile', 'living', 'in', 'a', 'glass', 'house')",1406.0,VERB,"['cleaning', 'watching', 'opening', 'moving', 'seeing']",0.07783969297315689,1.0
paper,papering,0.0021337126600284,0.0064011379800853,3,"Its radiohead, 'living in a glass house', and there are two versions:  once again i'm in trouble with my only friend she is papering the window panes she is putting on a smile living in a glass house  once again packed like frozen food and battery hens think of all the starving millions don't talk politics and don't throw stones your royal highnesses",5334,5,30,"('Its', 'radiohead', ',', ""'"", 'living', 'in', 'a', 'glass', 'house', ""'"", ',', 'and', 'there', 'are', 'two', 'versions', ':', ' ', 'once', 'again', 'i', ""'m"", 'in', 'trouble', 'with', 'my', 'only', 'friend', 'she', 'is', 'papering', 'the', 'window', 'panes', 'she', 'is', 'putting', 'on', 'a', 'smile', 'living', 'in', 'a', 'glass', 'house', ' ', 'once', 'again', 'packed', 'like', 'frozen', 'food', 'and', 'battery', 'hens', 'think', 'of', 'all', 'the', 'starving', 'millions', 'do', ""n't"", 'talk', 'politics', 'and', 'do', ""n't"", 'throw', 'stones', 'your', 'royal', 'highnesses')",1406.0,AUX,"['cleaning', 'watching', 'checking', 'breaking', 'painting']",0.07783969297315689,1.0
paper,papered,0.0021337126600284,0.0064011379800853,3,"The book is heavily embellished, at least 75% so, and follows grendel (the un-papered scrub corgi), myself, and futuredog (the breed champion) through our descent into that third circle of hell with is showing purebred dogs competitively.",28699,5,19,"('The', 'book', 'is', 'heavily', 'embellished', ',', 'at', 'least', '75', '%', 'so', ',', 'and', 'follows', 'grendel', '(', 'the', 'un', '-', 'papered', 'scrub', 'corgi', ')', ',', 'myself', ',', 'and', 'futuredog', '(', 'the', 'breed', 'champion', ')', 'through', 'our', 'descent', 'into', 'that', 'third', 'circle', 'of', 'hell', 'with', 'is', 'showing', 'purebred', 'dogs', 'competitively', '.')",1406.0,PROPN,"['breed', 'born', 'male', 'fat', 'and']",0.07783969297315689,1.0
advice,adviced,0.0095923261390887,0.0,4,For example i had some funny feeling that something was not as usual today i found it out around at noon that my wallet was in the back pocket where it hadnt been since i first came to barcelona and was adviced to put in the front pocket.,10642,10,42,"('For', 'example', 'i', 'had', 'some', 'funny', 'feeling', 'that', 'something', 'was', 'not', 'as', 'usual', 'today', 'i', 'found', 'it', 'out', 'around', 'at', 'noon', 'that', 'my', 'wallet', 'was', 'in', 'the', 'back', 'pocket', 'where', 'it', 'had', 'nt', 'been', 'since', 'i', 'first', 'came', 'to', 'barcelona', 'and', 'was', 'adviced', 'to', 'put', 'in', 'the', 'front', 'pocket', '.')",417.0,VERB,"['supposed', 'going', 'trying', 'meant', 'about']",0.07807824443691563,1.0
advice,advice,0.0095923261390887,0.0,4,"i advice all of ya to decorate ur home, skool, car, pets *hhah jkjk* with malaysian flag...malaysia boleh!!",21251,34,1,"('i', 'advice', 'all', 'of', 'ya', 'to', 'decorate', 'ur', 'home', ',', 'skool', ',', 'car', ',', 'pets', '*', 'hhah', 'jkjk', '*', 'with', 'malaysian', 'flag', '...', 'malaysia', 'boleh', '!', '!')",417.0,VERB,"['challenge', 'encourage', 'want', 'invite', 'ask']",0.07807824443691563,1.0
advice,adviced,0.0095923261390887,0.0,4,i didn't apologize the next day because stef adviced me to give it time.,26936,28,9,"('i', 'did', ""n't"", 'apologize', 'the', 'next', 'day', 'because', 'stef', 'adviced', 'me', 'to', 'give', 'it', 'time', '.')",417.0,VERB,"['told', 'asked', 'wanted', 'forced', 'tell']",0.07807824443691563,1.0
advice,advice,0.0095923261390887,0.0,4,They advice me that i should have a little bit more plans they always ask me to be a little bit more understandable they tell me to be exactly the way they want me to be  what they know about me?,17632,4,1,"('They', 'advice', 'me', 'that', 'i', 'should', 'have', 'a', 'little', 'bit', 'more', 'plans', 'they', 'always', 'ask', 'me', 'to', 'be', 'a', 'little', 'bit', 'more', 'understandable', 'they', 'tell', 'me', 'to', 'be', 'exactly', 'the', 'way', 'they', 'want', 'me', 'to', 'be', ' ', 'what', 'they', 'know', 'about', 'me', '?')",417.0,VERB,"['tell', 'told', 'remind', 'telling', 'teach']",0.07807824443691563,1.0
tale,taling,0.0096153846153846,0.0,2,You are taling out your ass again.,16990,56,2,"('You', 'are', 'taling', 'out', 'your', 'ass', 'again', '.')",208.0,VERB,"['coming', 'getting', 'making', 'giving', 'going']",0.07823246525771237,1.0
