Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Mask_Tags,Combined_Algorithm_Tags
896,2,",",PUNCT,PUNCT,,PUNCT
896,3,D.C.,PROPN,PROPN,,PROPN
896,4,-,PUNCT,PUNCT,,PUNCT
896,5,*,PUNCT,PUNCT,,PUNCT
897,0,The,DET,DET,,DET
897,1,overwhelming,ADJ,ADJ,,ADJ
897,2,human,ADJ,ADJ,,ADJ
897,3,and,CCONJ,CCONJ,,CCONJ
897,4,financial,ADJ,ADJ,,ADJ
897,5,impacts,NOUN,NOUN,,NOUN
897,6,of,ADP,ADP,,ADP
897,7,Hurricane,PROPN,PROPN,,PROPN
897,8,Katrina,PROPN,PROPN,,PROPN
897,9,are,AUX,AUX,,AUX
897,10,powerful,ADJ,ADJ,,ADJ
897,11,evidence,NOUN,NOUN,,NOUN
897,12,that,SCONJ,SCONJ,,SCONJ
897,13,political,ADJ,ADJ,,ADJ
897,14,and,CCONJ,CCONJ,,CCONJ
897,15,economic,ADJ,ADJ,,ADJ
897,16,decisions,NOUN,NOUN,,NOUN
897,17,made,VERB,VERB,,VERB
897,18,in,ADP,ADP,,ADP
897,19,the,DET,DET,,DET
897,20,United,ADJ,PROPN,PROPN,PROPN
897,21,States,PROPN,PROPN,,PROPN
897,22,and,CCONJ,CCONJ,,CCONJ
897,23,other,ADJ,ADJ,,ADJ
897,24,countries,NOUN,NOUN,,NOUN
897,25,have,AUX,AUX,,AUX
897,26,failed,VERB,VERB,,VERB
897,27,to,PART,PART,,PART
897,28,account,VERB,VERB,,VERB
897,29,for,ADP,ADP,,ADP
897,30,our,PRON,PRON,,PRON
897,31,dependence,NOUN,NOUN,,NOUN
897,32,on,ADP,ADP,,ADP
897,33,a,DET,DET,,DET
897,34,healthy,ADJ,ADJ,,ADJ
897,35,resource,NOUN,NOUN,,NOUN
897,36,base,NOUN,NOUN,,NOUN
897,37,",",PUNCT,PUNCT,,PUNCT
897,38,according,VERB,VERB,,VERB
897,39,to,ADP,ADP,,ADP
897,40,an,DET,DET,,DET
897,41,assessment,NOUN,NOUN,,NOUN
897,42,released,VERB,VERB,,VERB
897,43,today,NOUN,NOUN,,NOUN
897,44,by,ADP,ADP,,ADP
897,45,the,DET,DET,,DET
897,46,Worldwatch,PROPN,PROPN,,PROPN
897,47,Institute,PROPN,PROPN,,PROPN
897,48,.,PUNCT,PUNCT,,PUNCT
898,0,Alteration,NOUN,NOUN,,NOUN
898,1,of,ADP,ADP,,ADP
898,2,the,DET,DET,,DET
898,3,Mississippi,PROPN,PROPN,,PROPN
898,4,River,PROPN,PROPN,,PROPN
898,5,and,CCONJ,CCONJ,,CCONJ
898,6,the,DET,DET,,DET
898,7,destruction,NOUN,NOUN,,NOUN
898,8,of,ADP,ADP,,ADP
898,9,wetlands,NOUN,NOUN,,NOUN
898,10,at,ADP,ADP,,ADP
898,11,its,PRON,PRON,,PRON
898,12,mouth,NOUN,NOUN,,NOUN
898,13,have,AUX,AUX,,AUX
898,14,left,VERB,VERB,,VERB
898,15,the,DET,DET,,DET
898,16,area,NOUN,NOUN,,NOUN
898,17,around,ADP,ADP,,ADP
898,18,New,ADJ,PROPN,PROPN,PROPN
898,19,Orleans,PROPN,PROPN,,PROPN
898,20,abnormally,ADV,ADV,,ADV
898,21,vulnerable,ADJ,ADJ,,ADJ
898,22,to,ADP,ADP,,ADP
898,23,the,DET,DET,,DET
898,24,forces,NOUN,NOUN,,NOUN
898,25,of,ADP,ADP,,ADP
898,26,nature,NOUN,NOUN,,NOUN
898,27,.,PUNCT,PUNCT,,PUNCT
899,0,According,VERB,VERB,,VERB
899,1,to,ADP,ADP,,ADP
899,2,many,ADJ,ADJ,,ADJ
899,3,scientists,NOUN,NOUN,,NOUN
899,4,",",PUNCT,PUNCT,,PUNCT
899,5,the,DET,DET,,DET
899,6,early,ADJ,ADJ,,ADJ
899,7,results,NOUN,NOUN,,NOUN
899,8,of,ADP,ADP,,ADP
899,9,global,ADJ,ADJ,,ADJ
899,10,warming,NOUN,NOUN,,NOUN
899,11,—,PUNCT,PUNCT,,PUNCT
899,12,90,NUM,NUM,,NUM
899,13,degree,NOUN,NOUN,,NOUN
899,14,Fahrenheit,PROPN,PROPN,,PROPN
899,15,water,NOUN,NOUN,,NOUN
899,16,temperatures,NOUN,NOUN,,NOUN
899,17,in,ADP,ADP,,ADP
899,18,the,DET,DET,,DET
899,19,Gulf,NOUN,PROPN,PROPN,PROPN
899,20,and,CCONJ,CCONJ,,CCONJ
899,21,rising,VERB,VERB,,VERB
899,22,sea,NOUN,NOUN,,NOUN
899,23,levels,NOUN,NOUN,,NOUN
899,24,—,PUNCT,PUNCT,,PUNCT
899,25,may,AUX,AUX,,AUX
899,26,have,AUX,AUX,,AUX
899,27,exacerbated,VERB,VERB,,VERB
899,28,the,DET,DET,,DET
899,29,destructive,ADJ,ADJ,,ADJ
899,30,power,NOUN,NOUN,,NOUN
899,31,of,ADP,ADP,,ADP
899,32,Katrina,PROPN,PROPN,,PROPN
899,33,.,PUNCT,PUNCT,,PUNCT
900,0,*,PUNCT,PUNCT,,PUNCT
900,1,...,PUNCT,PUNCT,,PUNCT
900,2,*,PUNCT,PUNCT,,PUNCT
901,0,http://reflectioncafe.blogspot.com/2005/09/unnatural-disasterthe-less...,X,PUNCT,PROPN,PUNCT
902,0,Email,NOUN,NOUN,,NOUN
902,1,:,PUNCT,PUNCT,,PUNCT
902,2,n3td3v,PROPN,NOUN,PUNCT,NOUN
902,3,<,PUNCT,X,PUNCT,X
902,4,xploita...@gmail.com,X,PROPN,NOUN,PROPN
902,5,>,PUNCT,PUNCT,,PUNCT
903,0,n3td3v,PROPN,NOUN,PRON,NOUN
903,1,saw,VERB,VERB,,VERB
903,2,this,DET,DET,,DET
903,3,story,NOUN,NOUN,,NOUN
903,4,on,ADP,ADP,,ADP
903,5,BBC,PROPN,PROPN,,PROPN
903,6,News,PROPN,PROPN,,PROPN
903,7,Online,PROPN,PROPN,,PROPN
903,8,and,CCONJ,CCONJ,,CCONJ
903,9,thought,VERB,VERB,,VERB
903,10,you,PRON,PRON,,PRON
903,11,should,AUX,AUX,,AUX
903,12,see,VERB,VERB,,VERB
903,13,it,PRON,PRON,,PRON
903,14,.,PUNCT,PUNCT,,PUNCT
904,0,**,PUNCT,PUNCT,,PUNCT
904,1,Google,PROPN,PROPN,,PROPN
904,2,defies,VERB,VERB,,VERB
904,3,US,PROPN,PROPN,,PROPN
904,4,over,ADP,ADP,,ADP
904,5,search,NOUN,NOUN,,NOUN
904,6,data,NOUN,NOUN,,NOUN
904,7,**,PUNCT,PUNCT,,PUNCT
905,0,Web,NOUN,NOUN,,NOUN
905,1,giant,NOUN,NOUN,,NOUN
905,2,Google,PROPN,PROPN,,PROPN
905,3,is,AUX,AUX,,AUX
905,4,resisting,VERB,VERB,,VERB
905,5,an,DET,DET,,DET
905,6,attempt,NOUN,NOUN,,NOUN
905,7,by,ADP,ADP,,ADP
905,8,the,DET,DET,,DET
905,9,US,PROPN,PROPN,,PROPN
905,10,to,PART,PART,,PART
905,11,force,VERB,VERB,,VERB
905,12,it,PRON,PRON,,PRON
905,13,to,PART,PART,,PART
905,14,reveal,VERB,VERB,,VERB
905,15,what,PRON,PRON,,PRON
905,16,users,NOUN,NOUN,,NOUN
905,17,are,AUX,AUX,,AUX
905,18,searching,VERB,VERB,,VERB
905,19,for,ADP,ADP,,ADP
905,20,.,PUNCT,PUNCT,,PUNCT
906,0,<,PUNCT,X,ADP,X
906,1,http://news.bbc.co.uk/go/em/fr/-/1/hi/technology/4630694.stm,X,X,,X
906,2,>,PUNCT,PUNCT,,PUNCT
907,0,**,PUNCT,VERB,PUNCT,VERB
907,1,BBC,PROPN,PROPN,,PROPN
907,2,Daily,ADJ,PROPN,PROPN,PROPN
907,3,E-mail,PROPN,PROPN,,PROPN
907,4,**,PUNCT,PUNCT,,PUNCT
908,0,Choose,VERB,VERB,,VERB
908,1,the,DET,DET,,DET
908,2,news,NOUN,NOUN,,NOUN
908,3,and,CCONJ,CCONJ,,CCONJ
908,4,sport,NOUN,NOUN,,NOUN
908,5,headlines,NOUN,NOUN,,NOUN
908,6,you,PRON,PRON,,PRON
908,7,want,VERB,VERB,,VERB
908,8,-,PUNCT,PUNCT,,PUNCT
908,9,when,ADV,SCONJ,SCONJ,SCONJ
908,10,you,PRON,PRON,,PRON
908,11,want,VERB,VERB,,VERB
908,12,them,PRON,PRON,,PRON
908,13,",",PUNCT,PUNCT,,PUNCT
908,14,all,ADV,PRON,PRON,PRON
908,15,in,ADP,ADP,,ADP
908,16,one,NUM,NUM,,NUM
908,17,daily,ADJ,ADJ,,ADJ
908,18,e-mail,NOUN,NOUN,,NOUN
909,0,<,PUNCT,X,PUNCT,X
909,1,http://www.bbc.co.uk/dailyemail/,X,PROPN,PROPN,PROPN
909,2,>,PUNCT,X,X,X
910,0,**,PUNCT,PUNCT,,PUNCT
910,1,Disclaimer,NOUN,PROPN,PROPN,PROPN
910,2,**,PUNCT,PUNCT,,PUNCT
911,0,The,DET,DET,,DET
911,1,BBC,PROPN,PROPN,,PROPN
911,2,is,AUX,AUX,,AUX
911,3,not,PART,PART,,PART
911,4,responsible,ADJ,ADJ,,ADJ
911,5,for,ADP,ADP,,ADP
911,6,the,DET,DET,,DET
911,7,content,NOUN,NOUN,,NOUN
911,8,of,ADP,ADP,,ADP
911,9,this,DET,DET,,DET
911,10,e-mail,NOUN,NOUN,,NOUN
911,11,",",PUNCT,PUNCT,,PUNCT
911,12,and,CCONJ,CCONJ,,CCONJ
911,13,anything,PRON,PRON,,PRON
911,14,written,VERB,VERB,,VERB
911,15,in,ADP,ADP,,ADP
911,16,this,DET,DET,,DET
911,17,e-mail,NOUN,NOUN,,NOUN
911,18,does,AUX,AUX,,AUX
911,19,not,PART,PART,,PART
911,20,necessarily,ADV,ADV,,ADV
911,21,reflect,VERB,VERB,,VERB
911,22,the,DET,DET,,DET
911,23,BBC,PROPN,PROPN,,PROPN
911,24,'s,PART,PART,,PART
911,25,views,NOUN,NOUN,,NOUN
911,26,or,CCONJ,CCONJ,,CCONJ
911,27,opinions,NOUN,NOUN,,NOUN
911,28,.,PUNCT,PUNCT,,PUNCT
912,0,Please,INTJ,INTJ,,INTJ
912,1,note,VERB,VERB,,VERB
912,2,that,SCONJ,SCONJ,,SCONJ
912,3,neither,CCONJ,CCONJ,,CCONJ
912,4,the,DET,DET,,DET
912,5,e-mail,NOUN,NOUN,,NOUN
912,6,address,NOUN,NOUN,,NOUN
912,7,nor,CCONJ,CCONJ,,CCONJ
912,8,name,NOUN,NOUN,,NOUN
912,9,of,ADP,ADP,,ADP
912,10,the,DET,DET,,DET
912,11,sender,NOUN,NOUN,,NOUN
912,12,have,AUX,AUX,,AUX
912,13,been,AUX,AUX,,AUX
912,14,verified,VERB,VERB,,VERB
912,15,.,PUNCT,PUNCT,,PUNCT
913,0,If,SCONJ,SCONJ,,SCONJ
913,1,you,PRON,PRON,,PRON
913,2,do,AUX,AUX,,AUX
913,3,not,PART,PART,,PART
913,4,wish,VERB,VERB,,VERB
913,5,to,PART,PART,,PART
913,6,receive,VERB,VERB,,VERB
913,7,such,ADJ,ADJ,,ADJ
913,8,e-mails,NOUN,NOUN,,NOUN
913,9,in,ADP,ADP,,ADP
913,10,the,DET,DET,,DET
913,11,future,NOUN,NOUN,,NOUN
913,12,or,CCONJ,CCONJ,,CCONJ
913,13,want,VERB,VERB,,VERB
913,14,to,PART,PART,,PART
913,15,know,VERB,VERB,,VERB
913,16,more,ADJ,ADJ,,ADJ
913,17,about,ADP,ADP,,ADP
913,18,the,DET,DET,,DET
913,19,BBC,PROPN,PROPN,,PROPN
913,20,'s,PART,PART,,PART
913,21,Email,VERB,PROPN,VERB,PROPN
913,22,a,DET,DET,,DET
913,23,Friend,NOUN,NOUN,,NOUN
913,24,service,NOUN,NOUN,,NOUN
913,25,",",PUNCT,PUNCT,,PUNCT
913,26,please,INTJ,INTJ,,INTJ
913,27,read,VERB,VERB,,VERB
913,28,our,PRON,PRON,,PRON
913,29,frequently,ADV,ADV,,ADV
913,30,asked,VERB,VERB,,VERB
913,31,questions,NOUN,NOUN,,NOUN
913,32,.,PUNCT,PUNCT,,PUNCT
914,0,http://news.bbc.co.uk/1/hi/help/4162471.stm,X,PROPN,PROPN,PROPN
915,0,[,PUNCT,PUNCT,,PUNCT
915,1,http://www.reuters.co.uk/newsPackageArticle.jhtml?type=worldNews&storyID=624569&section=news,X,X,,X
915,2,],PUNCT,PUNCT,,PUNCT
916,0,With,SCONJ,ADP,ADP,ADP
916,1,protests,NOUN,NOUN,,NOUN
916,2,going,VERB,VERB,,VERB
916,3,on,ADP,ADP,,ADP
916,4,in,ADP,ADP,,ADP
916,5,the,DET,DET,,DET
916,6,Chilean,ADJ,ADJ,,ADJ
916,7,capital,NOUN,NOUN,,NOUN
916,8,of,ADP,ADP,,ADP
916,9,Santiago,PROPN,PROPN,,PROPN
916,10,(,PUNCT,PUNCT,,PUNCT
916,11,from,ADP,ADP,,ADP
916,12,the,DET,DET,,DET
916,13,economic,ADJ,ADJ,,ADJ
916,14,summit,NOUN,NOUN,,NOUN
916,15,),PUNCT,PUNCT,,PUNCT
916,16,",",PUNCT,PUNCT,,PUNCT
916,17,President,PROPN,PROPN,,PROPN
916,18,Bush,PROPN,PROPN,,PROPN
916,19,visited,VERB,VERB,,VERB
916,20,Chinese,ADJ,ADJ,,ADJ
916,21,President,PROPN,PROPN,,PROPN
916,22,Hu,PROPN,PROPN,,PROPN
916,23,Jintao,PROPN,PROPN,,PROPN
916,24,and,CCONJ,CCONJ,,CCONJ
916,25,other,ADJ,ADJ,,ADJ
916,26,key,ADJ,ADJ,,ADJ
916,27,allies,NOUN,NOUN,,NOUN
916,28,in,ADP,ADP,,ADP
916,29,Santiago,PROPN,PROPN,,PROPN
916,30,.,PUNCT,PUNCT,,PUNCT
917,0,The,DET,DET,,DET
917,1,talk,NOUN,NOUN,,NOUN
917,2,of,ADP,ADP,,ADP
917,3,the,DET,DET,,DET
917,4,day,NOUN,NOUN,,NOUN
917,5,besides,ADP,SCONJ,ADP,SCONJ
917,6,a,DET,DET,,DET
917,7,more,ADV,ADJ,ADJ,ADJ
917,8,level,ADJ,NOUN,ADJ,NOUN
917,9,playing,NOUN,NOUN,,NOUN
917,10,field,NOUN,NOUN,,NOUN
917,11,with,ADP,ADP,,ADP
917,12,China,PROPN,PROPN,,PROPN
917,13,was,AUX,AUX,,AUX
917,14,North,PROPN,PROPN,,PROPN
917,15,Korea,PROPN,PROPN,,PROPN
917,16,.,PUNCT,PUNCT,,PUNCT
918,0,China,PROPN,PROPN,,PROPN
918,1,has,AUX,AUX,,AUX
918,2,been,AUX,AUX,,AUX
918,3,a,DET,DET,,DET
918,4,great,ADJ,ADJ,,ADJ
918,5,help,NOUN,NOUN,,NOUN
918,6,at,SCONJ,ADP,ADP,ADP
918,7,getting,VERB,VERB,,VERB
918,8,North,PROPN,PROPN,,PROPN
918,9,Korea,PROPN,PROPN,,PROPN
918,10,to,ADP,ADP,,ADP
918,11,the,DET,DET,,DET
918,12,table,NOUN,NOUN,,NOUN
918,13,and,CCONJ,CCONJ,,CCONJ
918,14,Bush,PROPN,PROPN,,PROPN
918,15,is,AUX,AUX,,AUX
918,16,hoping,VERB,VERB,,VERB
918,17,that,SCONJ,SCONJ,,SCONJ
918,18,with,ADP,ADP,,ADP
918,19,their,PRON,PRON,,PRON
918,20,cooperation,NOUN,NOUN,,NOUN
918,21,Korea,PROPN,PROPN,,PROPN
918,22,can,AUX,AUX,,AUX
918,23,become,VERB,VERB,,VERB
918,24,a,DET,DET,,DET
918,25,nuclear,ADJ,ADJ,,ADJ
918,26,free,ADJ,ADJ,,ADJ
918,27,peninsula,NOUN,NOUN,,NOUN
918,28,.,PUNCT,PUNCT,,PUNCT
919,0,REUTERS,PROPN,PROPN,,PROPN
919,1,/,PUNCT,PUNCT,,PUNCT
919,2,Jason,PROPN,PROPN,,PROPN
919,3,Reed,PROPN,PROPN,,PROPN
920,0,U.S.,PROPN,PROPN,,PROPN
920,1,President,PROPN,PROPN,,PROPN
920,2,George,PROPN,PROPN,,PROPN
920,3,W.,PROPN,PROPN,,PROPN
920,4,Bush,PROPN,PROPN,,PROPN
920,5,shakes,VERB,VERB,,VERB
920,6,hands,NOUN,NOUN,,NOUN
920,7,with,ADP,ADP,,ADP
920,8,Chinese,ADJ,ADJ,,ADJ
920,9,President,PROPN,PROPN,,PROPN
920,10,Hu,PROPN,PROPN,,PROPN
920,11,Jintao,PROPN,PROPN,,PROPN
920,12,in,ADP,ADP,,ADP
920,13,a,DET,DET,,DET
920,14,bilateral,ADJ,ADJ,,ADJ
920,15,meeting,NOUN,NOUN,,NOUN
920,16,in,ADP,ADP,,ADP
920,17,Santiago,PROPN,PROPN,,PROPN
920,18,.,PUNCT,PUNCT,,PUNCT
921,0,Bush,PROPN,PROPN,,PROPN
921,1,is,AUX,AUX,,AUX
921,2,in,ADP,ADP,,ADP
921,3,Santiago,PROPN,PROPN,,PROPN
921,4,for,ADP,ADP,,ADP
921,5,the,DET,DET,,DET
921,6,annual,ADJ,ADJ,,ADJ
921,7,Asia,PROPN,PROPN,,PROPN
921,8,-,PUNCT,PUNCT,,PUNCT
921,9,Pacific,PROPN,PROPN,,PROPN
921,10,Economic,ADJ,PROPN,PROPN,PROPN
921,11,Cooperation,PROPN,PROPN,,PROPN
921,12,(,PUNCT,PUNCT,,PUNCT
921,13,APEC,PROPN,PROPN,,PROPN
921,14,),PUNCT,PUNCT,,PUNCT
921,15,leaders,NOUN,NOUN,,NOUN
921,16,meeting,NOUN,VERB,VERB,VERB
921,17,.,PUNCT,PUNCT,,PUNCT
922,0,Hopefully,ADV,ADV,,ADV
922,1,President,PROPN,PROPN,,PROPN
922,2,Bush,PROPN,PROPN,,PROPN
922,3,can,AUX,AUX,,AUX
922,4,accomplish,VERB,VERB,,VERB
922,5,these,DET,DET,,DET
922,6,goals,NOUN,NOUN,,NOUN
922,7,which,PRON,PRON,,PRON
922,8,will,AUX,AUX,,AUX
922,9,not,PART,PART,,PART
922,10,only,ADV,ADV,,ADV
922,11,help,VERB,VERB,,VERB
922,12,strengthen,VERB,VERB,,VERB
922,13,our,PRON,PRON,,PRON
922,14,Chinese,ADJ,ADJ,,ADJ
922,15,allies,NOUN,NOUN,,NOUN
922,16,",",PUNCT,PUNCT,,PUNCT
922,17,but,CCONJ,CCONJ,,CCONJ
922,18,will,AUX,AUX,,AUX
922,19,also,ADV,ADV,,ADV
922,20,help,VERB,VERB,,VERB
922,21,fight,VERB,VERB,,VERB
922,22,the,DET,DET,,DET
922,23,war,NOUN,NOUN,,NOUN
922,24,on,ADP,ADP,,ADP
922,25,terror,NOUN,NOUN,,NOUN
922,26,.,PUNCT,PUNCT,,PUNCT
923,0,Selah,PROPN,PROPN,,PROPN
923,1,!,PUNCT,PUNCT,,PUNCT
924,0,--,PUNCT,PUNCT,,PUNCT
925,0,Posted,VERB,VERB,,VERB
925,1,by,ADP,ADP,,ADP
925,2,Hidden,ADJ,PROPN,PROPN,PROPN
925,3,Nook,PROPN,PROPN,,PROPN
925,4,to,ADP,ADP,,ADP
925,5,Hidden,ADJ,PROPN,PROPN,PROPN
925,6,Nook,PROPN,PROPN,,PROPN
925,7,at,ADP,ADP,,ADP
925,8,11/20/2004,NUM,NUM,,NUM
925,9,03:10:35,NUM,NUM,,NUM
925,10,PM,NOUN,PROPN,NOUN,PROPN
926,0,Email,NOUN,NOUN,,NOUN
926,1,:,PUNCT,PUNCT,,PUNCT
926,2,BlackBayou,PROPN,PROPN,,PROPN
926,3,<,PUNCT,X,PUNCT,X
926,4,BlackBa...@excite.com,X,X,,X
926,5,>,PUNCT,PUNCT,,PUNCT
927,0,Groups,NOUN,NOUN,,NOUN
927,1,:,PUNCT,PUNCT,,PUNCT
927,2,alt.animals.cat,NOUN,NOUN,,NOUN
928,0,I,PRON,PRON,,PRON
928,1,started,VERB,VERB,,VERB
928,2,this,DET,DET,,DET
928,3,page,NOUN,NOUN,,NOUN
928,4,to,PART,PART,,PART
928,5,help,VERB,VERB,,VERB
928,6,with,ADP,ADP,,ADP
928,7,my,PRON,PRON,,PRON
928,8,boredom,NOUN,NOUN,,NOUN
928,9,.,PUNCT,PUNCT,,PUNCT
929,0,I,PRON,PRON,,PRON
929,1,have,VERB,VERB,,VERB
929,2,Chronic,ADJ,ADJ,,ADJ
929,3,Lyme,PROPN,PROPN,,PROPN
929,4,disease,NOUN,NOUN,,NOUN
929,5,",",PUNCT,PUNCT,,PUNCT
929,6,so,ADV,CCONJ,CCONJ,CCONJ
929,7,I,PRON,PRON,,PRON
929,8,'m,AUX,AUX,,AUX
929,9,stuck,ADJ,ADJ,,ADJ
929,10,at,ADP,ADP,,ADP
929,11,home,NOUN,NOUN,,NOUN
929,12,.,PUNCT,PUNCT,,PUNCT
930,0,I,PRON,PRON,,PRON
930,1,started,VERB,VERB,,VERB
930,2,collecting,VERB,VERB,,VERB
930,3,animations,NOUN,NOUN,,NOUN
930,4,&,CCONJ,CCONJ,,CCONJ
930,5,jokes,NOUN,NOUN,,NOUN
930,6,just,ADV,ADV,,ADV
930,7,to,PART,PART,,PART
930,8,help,VERB,VERB,,VERB
930,9,with,ADP,ADP,,ADP
930,10,my,PRON,PRON,,PRON
930,11,boredom,NOUN,NOUN,,NOUN
930,12,and,CCONJ,CCONJ,,CCONJ
930,13,depression,NOUN,NOUN,,NOUN
930,14,.,PUNCT,PUNCT,,PUNCT
931,0,I,PRON,PRON,,PRON
931,1,enjoyed,VERB,VERB,,VERB
931,2,the,DET,DET,,DET
931,3,animations,NOUN,NOUN,,NOUN
931,4,and,CCONJ,CCONJ,,CCONJ
931,5,wanted,VERB,VERB,,VERB
931,6,to,PART,PART,,PART
931,7,share,VERB,VERB,,VERB
931,8,them,PRON,PRON,,PRON
931,9,with,ADP,ADP,,ADP
931,10,my,PRON,PRON,,PRON
931,11,friends,NOUN,NOUN,,NOUN
931,12,.,PUNCT,PUNCT,,PUNCT
932,0,So,ADV,ADV,,ADV
932,1,I,PRON,PRON,,PRON
932,2,started,VERB,VERB,,VERB
932,3,a,DET,DET,,DET
932,4,small,ADJ,ADJ,,ADJ
932,5,mailing,NOUN,NOUN,,NOUN
932,6,list,NOUN,NOUN,,NOUN
932,7,and,CCONJ,CCONJ,,CCONJ
932,8,added,VERB,VERB,,VERB
932,9,their,PRON,PRON,,PRON
932,10,addresses,NOUN,NOUN,,NOUN
932,11,to,ADP,ADP,,ADP
932,12,it,PRON,PRON,,PRON
932,13,.,PUNCT,PUNCT,,PUNCT
933,0,Along,ADP,ADP,,ADP
933,1,with,ADP,ADP,,ADP
933,2,an,DET,DET,,DET
933,3,area,NOUN,NOUN,,NOUN
933,4,on,ADP,ADP,,ADP
933,5,the,DET,DET,,DET
933,6,page,NOUN,NOUN,,NOUN
933,7,for,SCONJ,ADP,VERB,ADP
933,8,those,PRON,PRON,,PRON
933,9,to,PART,PART,,PART
933,10,join,VERB,VERB,,VERB
933,11,the,DET,DET,,DET
933,12,mailing,NOUN,NOUN,,NOUN
933,13,list,NOUN,NOUN,,NOUN
933,14,.,PUNCT,PUNCT,,PUNCT
934,0,I,PRON,PRON,,PRON
934,1,started,VERB,VERB,,VERB
934,2,with,ADP,ADP,,ADP
934,3,21,NUM,NUM,,NUM
934,4,email,NOUN,NOUN,,NOUN
934,5,addresses,NOUN,NOUN,,NOUN
934,6,.,PUNCT,PUNCT,,PUNCT
935,0,We,PRON,PRON,,PRON
935,1,now,ADV,ADV,,ADV
935,2,have,VERB,VERB,,VERB
935,3,over,ADV,ADP,ADV,ADP
935,4,5000,NUM,NUM,,NUM
935,5,addresses,NOUN,NOUN,,NOUN
935,6,.,PUNCT,PUNCT,,PUNCT
936,0,My,PRON,PRON,,PRON
936,1,wife,NOUN,NOUN,,NOUN
936,2,and,CCONJ,CCONJ,,CCONJ
936,3,I,PRON,PRON,,PRON
936,4,would,AUX,AUX,,AUX
936,5,love,VERB,VERB,,VERB
936,6,for,SCONJ,SCONJ,,SCONJ
936,7,you,PRON,PRON,,PRON
936,8,to,PART,PART,,PART
936,9,come,VERB,VERB,,VERB
936,10,and,CCONJ,CCONJ,,CCONJ
936,11,visit,VERB,VERB,,VERB
936,12,our,PRON,PRON,,PRON
936,13,page,NOUN,NOUN,,NOUN
937,0,http://www.myshutter.com/flash.htm,X,PROPN,VERB,PROPN
937,1,our,PRON,PRON,,PRON
937,2,collection,NOUN,NOUN,,NOUN
937,3,of,ADP,ADP,,ADP
937,4,comedy,NOUN,NOUN,,NOUN
938,0,http://www.myshutter.com,X,X,,X
938,1,Before,SCONJ,ADP,ADP,ADP
938,2,becoming,VERB,VERB,,VERB
938,3,disabled,ADJ,ADJ,,ADJ
938,4,",",PUNCT,PUNCT,,PUNCT
938,5,I,PRON,PRON,,PRON
938,6,was,AUX,AUX,,AUX
938,7,an,DET,DET,,DET
938,8,AVID,ADJ,PROPN,ADJ,PROPN
938,9,amateur,NOUN,NOUN,,NOUN
938,10,photographer,NOUN,NOUN,,NOUN
938,11,..,PUNCT,PUNCT,,PUNCT
938,12,come,VERB,VERB,,VERB
938,13,and,CCONJ,CCONJ,,CCONJ
938,14,visit,VERB,VERB,,VERB
938,15,and,CCONJ,CCONJ,,CCONJ
938,16,sign,VERB,VERB,,VERB
938,17,our,PRON,PRON,,PRON
938,18,guestbook,NOUN,NOUN,,NOUN
939,0,-----=,PUNCT,PUNCT,,PUNCT
939,1,Posted,VERB,VERB,,VERB
939,2,via,ADP,ADP,,ADP
939,3,Newsfeeds.Com,X,PRON,PROPN,PRON
939,4,",",PUNCT,PUNCT,,PUNCT
939,5,Uncensored,ADJ,ADJ,,ADJ
939,6,Usenet,NOUN,PROPN,PROPN,PROPN
939,7,News,NOUN,PROPN,PROPN,PROPN
939,8,=-----,PUNCT,PUNCT,,PUNCT
940,0,http://www.newsfeeds.com,X,X,,X
940,1,-,PUNCT,PUNCT,,PUNCT
940,2,The,DET,DET,,DET
940,3,#,SYM,SYM,,SYM
940,4,1,NUM,NUM,,NUM
940,5,Newsgroup,NOUN,PROPN,PROPN,PROPN
940,6,Service,NOUN,PROPN,NOUN,PROPN
940,7,in,ADP,ADP,,ADP
940,8,the,DET,DET,,DET
940,9,World,NOUN,PROPN,PROPN,PROPN
940,10,!,PUNCT,PUNCT,,PUNCT
941,0,-----==,PUNCT,PUNCT,,PUNCT
941,1,Over,ADV,ADP,ADP,ADP
941,2,"100,000",NUM,NUM,,NUM
941,3,Newsgroups,NOUN,PROPN,PROPN,PROPN
941,4,-,PUNCT,PUNCT,,PUNCT
941,5,19,NUM,NUM,,NUM
941,6,Different,ADJ,ADJ,,ADJ
941,7,Servers,NOUN,NOUN,,NOUN
941,8,!,PUNCT,PUNCT,,PUNCT
941,9,=-----,PUNCT,PUNCT,,PUNCT
942,0,Handcrafted,VERB,ADJ,PROPN,ADJ
942,1,Furry,ADJ,PROPN,PROPN,PROPN
942,2,Animals,NOUN,PROPN,PROPN,PROPN
942,3,Wholesale,ADJ,PROPN,PROPN,PROPN
942,4,",",PUNCT,PUNCT,,PUNCT
942,5,Call,VERB,VERB,,VERB
942,6,for,ADP,ADP,,ADP
942,7,a,DET,DET,,DET
942,8,Catalog,NOUN,PROPN,NOUN,PROPN
942,9,NOW,ADV,ADV,,ADV
942,10,!,PUNCT,PUNCT,,PUNCT
943,0,732-657-3416,NUM,NOUN,PROPN,NOUN
944,0,has,VERB,VERB,,VERB
944,1,life,NOUN,NOUN,,NOUN
944,2,like,ADJ,ADP,ADP,ADP
944,3,animal,NOUN,NOUN,,NOUN
