,Unnamed: 0,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9
11653,11653,897,40,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
11654,11654,897,41,assessment,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,assessment,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11655,11655,897,42,released,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,release,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11656,11656,897,43,today,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,today,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11657,11657,897,44,by,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,by,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11658,11658,897,45,the,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,PROPN,PROPN,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
11659,11659,897,46,Worldwatch,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Worldwatch,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11660,11660,897,47,Institute,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Institute,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11661,11661,897,48,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11662,11662,898,0,Alteration,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,alteration,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11663,11663,898,1,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11664,11664,898,2,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,PROPN,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
11665,11665,898,3,Mississippi,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Mississippi,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11666,11666,898,4,River,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,NOUN,NOUN,River,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11667,11667,898,5,and,CCONJ,CCONJ,CCONJ,CCONJ,ADP,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
11668,11668,898,6,the,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
11669,11669,898,7,destruction,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,destruction,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11670,11670,898,8,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11671,11671,898,9,wetlands,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,wetland,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11672,11672,898,10,at,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,at,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11673,11673,898,11,its,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,its,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
11674,11674,898,12,mouth,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,mouth,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11675,11675,898,13,have,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,have,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
11676,11676,898,14,left,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,leave,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11677,11677,898,15,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
11678,11678,898,16,area,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,area,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11679,11679,898,17,around,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,around,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11680,11680,898,18,New,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,New,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11681,11681,898,19,Orleans,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Orleans,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11682,11682,898,20,abnormally,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,abnormally,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
11683,11683,898,21,vulnerable,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,vulnerable,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
11684,11684,898,22,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11685,11685,898,23,the,DET,DET,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
11686,11686,898,24,forces,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,force,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11687,11687,898,25,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11688,11688,898,26,nature,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,nature,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11689,11689,898,27,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11690,11690,899,0,According,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,accord,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11691,11691,899,1,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11692,11692,899,2,many,ADJ,ADJ,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,many,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
11693,11693,899,3,scientists,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,scientist,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11694,11694,899,4,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11695,11695,899,5,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
11696,11696,899,6,early,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,early,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
11697,11697,899,7,results,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,result,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11698,11698,899,8,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11699,11699,899,9,global,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,global,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
11700,11700,899,10,warming,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,warming,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11701,11701,899,11,??PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11702,11702,899,12,90,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,90,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM
11703,11703,899,13,degree,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,degree,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11704,11704,899,14,Fahrenheit,PROPN,PROPN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Fahrenheit,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11705,11705,899,15,water,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,NOUN,water,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11706,11706,899,16,temperatures,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,temperature,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11707,11707,899,17,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11708,11708,899,18,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
11709,11709,899,19,Gulf,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,gulf,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11710,11710,899,20,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,ADP,ADP,ADP,ADP,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
11711,11711,899,21,rising,VERB,VERB,VERB,VERB,ADJ,VERB,ADJ,VERB,VERB,VERB,VERB,rise,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11712,11712,899,22,sea,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,sea,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11713,11713,899,23,levels,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,level,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11714,11714,899,24,??PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11715,11715,899,25,may,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,may,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
11716,11716,899,26,have,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,have,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
11717,11717,899,27,exacerbated,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,exacerbate,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11718,11718,899,28,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
11719,11719,899,29,destructive,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,destructive,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
11720,11720,899,30,power,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,power,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11721,11721,899,31,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11722,11722,899,32,Katrina,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,Katrina,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11723,11723,899,33,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11724,11724,900,0,*,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,*,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11725,11725,900,1,...,PUNCT,PUNCT,NOUN,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,...,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11726,11726,900,2,*,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,*,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11727,11727,901,0,http://reflectioncafe.blogspot.com/2005/09/unnatural-disasterthe-less...,X,PUNCT,PROPN,PROPN,PROPN,PROPN,PROPN,VERB,VERB,VERB,VERB,http://reflectioncafe.blogspot.com/2005/09/unnatural-disasterthe-less...,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11728,11728,902,0,Email,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,email,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11729,11729,902,1,:,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,:,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11730,11730,902,2,n3td3v,PROPN,NOUN,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,n3td3v,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11731,11731,902,3,<,PUNCT,X,NUM,NUM,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,<,X,X,X,X,X,X,X,X,X
11732,11732,902,4,xploita...@gmail.com,X,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,xploita...@gmail.com,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11733,11733,902,5,>,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,>,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11734,11734,903,0,n3td3v,PROPN,NOUN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,n3td3v,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11735,11735,903,1,saw,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,see,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11736,11736,903,2,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,DET,DET,DET,DET,DET,DET,DET,DET,DET
11737,11737,903,3,story,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,story,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11738,11738,903,4,on,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,on,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11739,11739,903,5,BBC,PROPN,PROPN,DET,DET,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,BBC,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11740,11740,903,6,News,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,News,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11741,11741,903,7,Online,PROPN,PROPN,PUNCT,PUNCT,PUNCT,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,Online,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11742,11742,903,8,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,PUNCT,PUNCT,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
11743,11743,903,9,thought,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,think,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11744,11744,903,10,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
11745,11745,903,11,should,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,should,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
11746,11746,903,12,see,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,see,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11747,11747,903,13,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
11748,11748,903,14,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11749,11749,904,0,**,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,**,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11750,11750,904,1,Google,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Google,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11751,11751,904,2,defies,VERB,VERB,NOUN,NOUN,NOUN,ADP,ADP,ADP,ADP,ADP,ADP,defy,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11752,11752,904,3,US,PROPN,PROPN,NOUN,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,US,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11753,11753,904,4,over,ADP,ADP,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,NOUN,ADJ,ADJ,over,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11754,11754,904,5,search,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,search,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11755,11755,904,6,data,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,data,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11756,11756,904,7,**,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,**,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11757,11757,905,0,Web,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,web,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11758,11758,905,1,giant,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,giant,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11759,11759,905,2,Google,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Google,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11760,11760,905,3,is,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
11761,11761,905,4,resisting,VERB,VERB,ADP,ADP,ADP,ADP,ADP,ADP,VERB,VERB,VERB,resist,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11762,11762,905,5,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
11763,11763,905,6,attempt,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,attempt,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11764,11764,905,7,by,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,by,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11765,11765,905,8,the,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,PROPN,PROPN,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
11766,11766,905,9,US,PROPN,PROPN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,US,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
11767,11767,905,10,to,PART,PART,PART,PART,PART,PART,NOUN,PART,NOUN,NOUN,NOUN,to,PART,PART,PART,PART,PART,PART,PART,PART,PART
11768,11768,905,11,force,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,force,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11769,11769,905,12,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PROPN,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
11770,11770,905,13,to,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,to,PART,PART,PART,PART,PART,PART,PART,PART,PART
11771,11771,905,14,reveal,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,reveal,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11772,11772,905,15,what,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,what,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
11773,11773,905,16,users,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,user,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
11774,11774,905,17,are,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
11775,11775,905,18,searching,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,search,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
11776,11776,905,19,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
11777,11777,905,20,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
11778,11778,906,0,<,PUNCT,X,X,X,X,X,ADP,NOUN,NOUN,NOUN,PUNCT,<,X,X,X,X,X,X,X,X,X
11779,11779,906,1,http://news.bbc.co.uk/go/em/fr/-/1/hi/technology/4630694.stm,X,X,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,http://news.bbc.co.uk/go/em/fr/-/1/hi/technology/4630694.stm,X,X,X,X,X,X,X,X,X
