,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma
12090,930,6,just,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,just
12091,930,7,to,PART,PART,PART,PART,PART,SCONJ,SCONJ,SCONJ,SCONJ,PART,PART,to
12092,930,8,help,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,help
12093,930,9,with,ADP,ADP,ADP,ADP,VERB,VERB,VERB,VERB,VERB,VERB,VERB,with
12094,930,10,my,PRON,PRON,PRON,PRON,DET,DET,DET,DET,DET,DET,PRON,my
12095,930,11,boredom,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,boredom
12096,930,12,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,ADP,and
12097,930,13,depression,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,depression
12098,930,14,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
12099,931,0,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,ADV,ADV,I
12100,931,1,enjoyed,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,enjoy
12101,931,2,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the
12102,931,3,animations,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,animation
12103,931,4,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and
12104,931,5,wanted,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,want
12105,931,6,to,PART,PART,PART,PART,PART,PART,PART,PART,PRON,PRON,PART,to
12106,931,7,share,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,share
12107,931,8,them,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,they
12108,931,9,with,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,with
12109,931,10,my,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,my
12110,931,11,friends,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,friend
12111,931,12,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
12112,932,0,So,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,so
12113,932,1,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
12114,932,2,started,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,start
12115,932,3,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a
12116,932,4,small,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,small
12117,932,5,mailing,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,mailing
12118,932,6,list,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,list
12119,932,7,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,PRON,CCONJ,CCONJ,and
12120,932,8,added,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,add
12121,932,9,their,PRON,PRON,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,their
12122,932,10,addresses,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,address
12123,932,11,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,to
12124,932,12,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,it
12125,932,13,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
12126,933,0,Along,ADP,ADP,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,along
12127,933,1,with,ADP,ADP,ADP,ADP,ADP,ADP,ADP,VERB,VERB,VERB,VERB,with
12128,933,2,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a
12129,933,3,area,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,area
12130,933,4,on,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,on
12131,933,5,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PRON,the
12132,933,6,page,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,page
12133,933,7,for,SCONJ,ADP,ADP,ADP,ADP,ADP,VERB,VERB,VERB,VERB,VERB,for
12134,933,8,those,PRON,PRON,PRON,PRON,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,that
12135,933,9,to,PART,PART,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,to
12136,933,10,join,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,join
12137,933,11,the,DET,DET,DET,DET,DET,DET,PRON,PRON,PRON,PRON,PRON,the
12138,933,12,mailing,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,mailing
12139,933,13,list,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,list
12140,933,14,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
12141,934,0,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
12142,934,1,started,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,start
12143,934,2,with,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,VERB,with
12144,934,3,21,NUM,NUM,PRON,PRON,PRON,DET,PRON,PRON,PRON,PRON,PRON,21
12145,934,4,email,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,email
12146,934,5,addresses,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,address
12147,934,6,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
12148,935,0,We,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,we
12149,935,1,now,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,now
12150,935,2,have,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,have
12151,935,3,over,ADV,ADP,ADP,ADP,ADV,ADP,ADV,ADV,ADV,ADV,ADP,over
12152,935,4,5000,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,5000
12153,935,5,addresses,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,address
12154,935,6,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
12155,936,0,My,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,my
12156,936,1,wife,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,wife
12157,936,2,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and
12158,936,3,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
12159,936,4,would,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,would
12160,936,5,love,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,love
12161,936,6,for,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,for
12162,936,7,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you
12163,936,8,to,PART,PART,PART,PART,PART,PART,PART,PART,PART,AUX,AUX,to
12164,936,9,come,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,come
12165,936,10,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and
12166,936,11,visit,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,visit
12167,936,12,our,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,our
12168,936,13,page,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,page
12169,937,0,http://www.myshutter.com/flash.htm,X,PROPN,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,http://www.myshutter.com/flash.htm
12170,937,1,our,PRON,PRON,DET,DET,DET,DET,DET,DET,PRON,PRON,DET,our
12171,937,2,collection,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,collection
12172,937,3,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of
12173,937,4,comedy,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,comedy
12174,938,0,http://www.myshutter.com,X,X,X,X,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,http://www.myshutter.com
12175,938,1,Before,SCONJ,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,before
12176,938,2,becoming,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,become
12177,938,3,disabled,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,disabled
12178,938,4,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,","
12179,938,5,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
12180,938,6,was,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,be
12181,938,7,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a
12182,938,8,AVID,ADJ,PROPN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,avid
12183,938,9,amateur,NOUN,NOUN,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,amateur
12184,938,10,photographer,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,photographer
12185,938,11,..,PUNCT,PUNCT,INTJ,INTJ,PUNCT,PUNCT,INTJ,INTJ,PUNCT,PUNCT,PUNCT,..
12186,938,12,come,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,come
12187,938,13,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and
12188,938,14,visit,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,visit
12189,938,15,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and
12190,938,16,sign,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,sign
12191,938,17,our,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,our
12192,938,18,guestbook,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,guestbook
12193,939,0,-----=,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,-----=
12194,939,1,Posted,VERB,VERB,PROPN,PROPN,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,post
12195,939,2,via,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,via
12196,939,3,Newsfeeds.Com,X,PRON,PUNCT,PUNCT,PUNCT,PUNCT,PROPN,PROPN,PROPN,PROPN,PROPN,newsfeeds.com
12197,939,4,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,","
12198,939,5,Uncensored,ADJ,ADJ,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,uncensored
12199,939,6,Usenet,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,usenet
12200,939,7,News,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,news
12201,939,8,=-----,PUNCT,PUNCT,NOUN,NOUN,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,=-----
12202,940,0,http://www.newsfeeds.com,X,X,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,http://www.newsfeeds.com
12203,940,1,-,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,-
12204,940,2,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the
12205,940,3,#,SYM,SYM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,#
12206,940,4,1,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,1
12207,940,5,Newsgroup,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,newsgroup
12208,940,6,Service,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,NOUN,PROPN,NOUN,PROPN,PROPN,service
12209,940,7,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in
12210,940,8,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the
12211,940,9,World,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,world
12212,940,10,!,PUNCT,PUNCT,NOUN,NOUN,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,!
12213,941,0,-----==,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,-----==
12214,941,1,Over,ADV,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,over
12215,941,2,"100,000",NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,100000
12216,941,3,Newsgroups,NOUN,PROPN,NOUN,NOUN,PROPN,NOUN,PROPN,NOUN,PROPN,NOUN,PROPN,newsgroup
12217,941,4,-,PUNCT,PUNCT,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,-
12218,941,5,19,NUM,NUM,ADP,ADP,ADP,ADP,ADP,ADP,NUM,NUM,NUM,19
12219,941,6,Different,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,PROPN,ADJ,PROPN,PROPN,PROPN,different
12220,941,7,Servers,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,server
12221,941,8,!,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,!
12222,941,9,=-----,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,=-----
12223,942,0,Handcrafted,VERB,ADJ,X,X,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,handcraft
12224,942,1,Furry,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,furry
12225,942,2,Animals,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,animal
12226,942,3,Wholesale,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,wholesale
12227,942,4,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,","
12228,942,5,Call,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,call
12229,942,6,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,for
12230,942,7,a,DET,DET,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,a
12231,942,8,Catalog,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,catalog
12232,942,9,NOW,ADV,ADV,NOUN,NOUN,NOUN,NOUN,NOUN,ADV,ADV,ADV,NOUN,now
12233,942,10,!,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,!
12234,943,0,732-657-3416,NUM,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,VERB,VERB,VERB,VERB,732-657-3416
12235,944,0,has,VERB,VERB,DET,DET,DET,DET,DET,DET,DET,ADJ,ADJ,have
12236,944,1,life,NOUN,NOUN,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,life
12237,944,2,like,ADJ,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,like
12238,944,3,animal,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,animal
12239,944,4,wholesale,ADJ,ADJ,PART,PART,ADP,ADP,ADP,ADP,ADP,ADP,ADP,wholesale
12240,944,5,figurines,NOUN,NOUN,AUX,AUX,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,figurine
12241,944,6,made,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,make
12242,944,7,from,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,from
12243,944,8,rabbit,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,rabbit
12244,944,9,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and
12245,944,10,goat,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,goat
12246,944,11,fur,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,fur
12247,944,12,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,CCONJ,CCONJ,CCONJ,CCONJ,","
12248,944,13,feathers,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,feather
12249,944,14,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and
12250,944,15,sheep,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,sheep
12251,944,16,s,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,'s
12252,944,17,wool,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,wool
12253,944,18,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
12254,945,0,Dogs,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,dog
12255,945,1,",",PUNCT,PUNCT,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,PUNCT,PUNCT,","
12256,945,2,cats,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,cat
12257,945,3,",",PUNCT,PUNCT,PUNCT,PUNCT,CCONJ,PUNCT,CCONJ,PUNCT,PUNCT,PUNCT,PUNCT,","
12258,945,4,rabbits,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,rabbit
12259,945,5,",",PUNCT,PUNCT,PUNCT,PUNCT,CCONJ,PUNCT,CCONJ,CCONJ,PUNCT,PUNCT,PUNCT,","
12260,945,6,wolves,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,wolf
12261,945,7,",",PUNCT,PUNCT,PUNCT,PUNCT,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,PUNCT,PUNCT,","
12262,945,8,moose,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,moose
12263,945,9,",",PUNCT,PUNCT,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,PUNCT,PUNCT,","
12264,945,10,horses,NOUN,NOUN,VERB,VERB,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,horse
12265,945,11,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,","
12266,945,12,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you
12267,945,13,name,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,name
12268,945,14,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,it
12269,945,15,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,","
12270,945,16,we,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,we
12271,945,17,have,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,have
12272,945,18,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,it
12273,945,19,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
12274,946,0,People,NOUN,NOUN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,AUX,PRON,people
12275,946,1,love,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,love
12276,946,2,to,PART,PART,PART,PART,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,to
12277,946,3,buy,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,buy
12278,946,4,these,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this
12279,946,5,cute,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,cute
12280,946,6,cuddly,ADJ,ADV,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,cuddly
12281,946,7,little,ADJ,ADJ,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,little
12282,946,8,animals,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,animal
12283,946,9,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,for
12284,946,10,gifts,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,gift
12285,946,11,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,ADP,and
12286,946,12,collectables,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,collectable
12287,946,13,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
12288,947,0,They,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,they
12289,947,1,are,AUX,AUX,AUX,AUX,AUX,AUX,AUX,VERB,VERB,VERB,VERB,be
12290,947,2,very,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,very
12291,947,3,well,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,well
12292,947,4,made,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,make
12293,947,5,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,PUNCT,PUNCT,CCONJ,CCONJ,and
12294,947,6,realistic,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,realistic
12295,947,7,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
12296,948,0,Attention,NOUN,PROPN,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PROPN,PROPN,attention
12297,948,1,Retail,NOUN,PROPN,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,PROPN,PUNCT,PROPN,retail
12298,948,2,Stores,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,store
12299,948,3,&,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,SYM,SYM,SYM,CCONJ,CCONJ,&
12300,948,4,Vendors,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,vendor
12301,948,5,:,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,:
12302,949,0,We,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,we
12303,949,1,are,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,be
12304,949,2,looking,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,look
12305,949,3,to,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,ADP,to
