,lemma,word form,sentence,doc index,sent index,token index,tokenized sentence
169,graduate,graduate,By now it was spring of 1944 and I was getting ready to graduate from high school.,9613,35,13,"('By', 'now', 'it', 'was', 'spring', 'of', '1944', 'and', 'I', 'was', 'getting', 'ready', 'to', 'graduate', 'from', 'high', 'school', '.')"
170,graduate,graduate,and 'Where did you graduate college from?',29231,10,5,"('and', ""'"", 'Where', 'did', 'you', 'graduate', 'college', 'from', '?', ""'"")"
171,graduate,graduated,"HOWEVER, they have not clued up to graduated licencing.",19686,2,8,"('HOWEVER', ',', 'they', 'have', 'not', 'clued', 'up', 'to', 'graduated', 'licencing', '.')"
172,graduate,graduating,"whether it's trying to figure out how not to crap in your pants or graduating high school (or crapping in your pants while graduating high school), we're all moving towards something.",32451,13,25,"('whether', 'it', ""'s"", 'trying', 'to', 'figure', 'out', 'how', 'not', 'to', 'crap', 'in', 'your', 'pants', 'or', 'graduating', 'high', 'school', '(', 'or', 'crapping', 'in', 'your', 'pants', 'while', 'graduating', 'high', 'school', ')', ',', 'we', ""'re"", 'all', 'moving', 'towards', 'something', '.')"
173,graduate,graduating,"like i know im extremely busy and everything, but the way i see it, this would really be the last possible semester that i'd be active, and nancy is pres and shes graduating this semester-",36879,11,38,"('like', 'i', 'know', 'i', 'm', 'extremely', 'busy', 'and', 'everything', ',', 'but', 'the', 'way', 'i', 'see', 'it', ',', 'this', 'would', 'really', 'be', 'the', 'last', 'possible', 'semester', 'that', 'i', ""'d"", 'be', 'active', ',', 'and', 'nancy', 'is', 'pres', 'and', 'she', 's', 'graduating', 'this', 'semester-')"
174,graduate,graduated,"He graduated from the same college that I graduated from, and then he went to the asian theater to fight in WWII.",15834,4,1,"('He', 'graduated', 'from', 'the', 'same', 'college', 'that', 'I', 'graduated', 'from', ',', 'and', 'then', 'he', 'went', 'to', 'the', 'asian', 'theater', 'to', 'fight', 'in', 'WWII', '.')"
175,graduate,graduated,She apparently had some conversation with Charlotte where Charlotte essentially said she's glad she graduated so she can make a clean break from Landon.,31760,1,15,"('She', 'apparently', 'had', 'some', 'conversation', 'with', 'Charlotte', 'where', 'Charlotte', 'essentially', 'said', 'she', ""'s"", 'glad', 'she', 'graduated', 'so', 'she', 'can', 'make', 'a', 'clean', 'break', 'from', 'Landon', '.')"
176,graduate,graduated,I can't believe Tin just graduated from elementary school!,15648,3,6,"('I', 'ca', ""n't"", 'believe', 'Tin', 'just', 'graduated', 'from', 'elementary', 'school', '!')"
177,graduate,graduate,"On the one hand I feel like a total slacker, on the other I know that when I finally graduate, I'll have over a year of work experience + 2 degrees.",23617,6,20,"('On', 'the', 'one', 'hand', 'I', 'feel', 'like', 'a', 'total', 'slacker', ',', 'on', 'the', 'other', 'I', 'know', 'that', 'when', 'I', 'finally', 'graduate', ',', 'I', ""'ll"", 'have', 'over', 'a', 'year', 'of', 'work', 'experience', '+', '2', 'degrees', '.')"
178,graduate,graduating,Ganun ginawa ko after graduating from college.,33588,18,4,"('Ganun', 'ginawa', 'ko', 'after', 'graduating', 'from', 'college', '.')"
179,graduate,graduated,"She was graduated in 1905, from Hamilton College, Lexington, Kentucky and in 1906 became the wife of John R. Boring, a lawyer of London, Laurel county, Kentucky.",34484,59,2,"('She', 'was', 'graduated', 'in', '1905', ',', 'from', 'Hamilton', 'College', ',', 'Lexington', ',', 'Kentucky', 'and', 'in', '1906', 'became', 'the', 'wife', 'of', 'John', 'R.', 'Boring', ',', 'a', 'lawyer', 'of', 'London', ',', 'Laurel', 'county', ',', 'Kentucky', '.')"
180,graduate,graduated,( ) been to Africa ( ) Slapped someone I loved ( ) Driven over 400 miles to attend a show/festival/fetish ball ( ) Been to Canada (x) Been to Mexico (x) Been on a plane (x) Seen the Rocky Horror Picture Show ( ) Thrown up in a bar ( ) Purposely set a part of myself on fire (x) Eaten Sushi ( ) Been snowboarding ( ) Met someone in person from the internet ( ) Been moshing at a concert ( ) had real feelings for someone you knew only online ( ) taken partially nude/nude photos of yourself ( ) been in an abusive relationship ( ) lost a child ( ) gone to college ( ) graduated college ( ) had sexual intercourse of any kind ( ) tried killing urself (x) taken painkillers (x) love someone or miss someone rite now,6245,1,135,"('(', ')', 'been', 'to', 'Africa', '(', ')', 'Slapped', 'someone', 'I', 'loved', '(', ')', 'Driven', 'over', '400', 'miles', 'to', 'attend', 'a', 'show', '/', 'festival', '/', 'fetish', 'ball', '(', ')', 'Been', 'to', 'Canada', '(', 'x', ')', 'Been', 'to', 'Mexico', '(', 'x', ')', 'Been', 'on', 'a', 'plane', '(', 'x', ')', 'Seen', 'the', 'Rocky', 'Horror', 'Picture', 'Show', '(', ')', 'Thrown', 'up', 'in', 'a', 'bar', '(', ')', 'Purposely', 'set', 'a', 'part', 'of', 'myself', 'on', 'fire', '(', 'x', ')', 'Eaten', 'Sushi', '(', ')', 'Been', 'snowboarding', '(', ')', 'Met', 'someone', 'in', 'person', 'from', 'the', 'internet', '(', ')', 'Been', 'moshing', 'at', 'a', 'concert', '(', ')', 'had', 'real', 'feelings', 'for', 'someone', 'you', 'knew', 'only', 'online', '(', ')', 'taken', 'partially', 'nude', '/', 'nude', 'photos', 'of', 'yourself', '(', ')', 'been', 'in', 'an', 'abusive', 'relationship', '(', ')', 'lost', 'a', 'child', '(', ')', 'gone', 'to', 'college', '(', ')', 'graduated', 'college', '(', ')', 'had', 'sexual', 'intercourse', 'of', 'any', 'kind', '(', ')', 'tried', 'killing', 'urself', '(', 'x', ')', 'taken', 'painkillers', '(', 'x', ')', 'love', 'someone', 'or', 'miss', 'someone', 'rite', 'now')"
181,graduate,graduated,"He graduated this Sunday with his Masters of Divinity, and is accepting a call in Green Lake, Minnesota.",39731,18,1,"('He', 'graduated', 'this', 'Sunday', 'with', 'his', 'Masters', 'of', 'Divinity', ',', 'and', 'is', 'accepting', 'a', 'call', 'in', 'Green', 'Lake', ',', 'Minnesota', '.')"
182,graduate,graduating,"The graduating class size is usually somewhere around 200, since there are always some students who leave in ninth grade for another high school.",29147,11,1,"('The', 'graduating', 'class', 'size', 'is', 'usually', 'somewhere', 'around', '200', ',', 'since', 'there', 'are', 'always', 'some', 'students', 'who', 'leave', 'in', 'ninth', 'grade', 'for', 'another', 'high', 'school', '.')"
183,graduate,graduate,"I can't afford to fail these classes because if I do I can't student teach, and I won't be able to graduate in December.",28648,15,25,"('I', 'ca', ""n't"", 'afford', 'to', 'fail', 'these', 'classes', 'because', 'if', 'I', 'do', 'I', 'ca', ""n't"", 'student', 'teach', ',', 'and', 'I', 'wo', ""n't"", 'be', 'able', 'to', 'graduate', 'in', 'December', '.')"
184,graduate,graduated,"POKE INTO YOUR EYE>>>That is what I learnt from Pn.Shanti?????The Giraffe is damn stupid, wonder how she graduated from University???????Really doubtful!",17198,2,26,"('POKE', 'INTO', 'YOUR', 'EYE>>>That', 'is', 'what', 'I', 'learnt', 'from', 'Pn', '.', 'Shanti', '\x85', '\x85', '\x85', '\x85', '\x85', 'The', 'Giraffe', 'is', 'damn', 'stupid', ',', 'wonder', 'how', 'she', 'graduated', 'from', 'University', '\x85', '\x85', '\x85', '\x85', '\x85', '\x85', '\x85', 'Really', 'doubtful', '!')"
185,graduate,graduate,"I should graduate in October, if I wont be done with the project by then, I'll graduete in December.",10730,20,2,"('I', 'should', 'graduate', 'in', 'October', ',', 'if', 'I', 'wo', 'nt', 'be', 'done', 'with', 'the', 'project', 'by', 'then', ',', 'I', ""'ll"", 'graduete', 'in', 'December', '.')"
186,graduate,GRADUATE,if i want to do lots of shopping i need to make lots of money..and to make lots of money i need to get a good job..and to get a good job i need to GRADUATE first!,36880,67,39,"('if', 'i', 'want', 'to', 'do', 'lots', 'of', 'shopping', 'i', 'need', 'to', 'make', 'lots', 'of', 'money', '..', 'and', 'to', 'make', 'lots', 'of', 'money', 'i', 'need', 'to', 'get', 'a', 'good', 'job', '..', 'and', 'to', 'get', 'a', 'good', 'job', 'i', 'need', 'to', 'GRADUATE', 'first', '!')"
187,graduate,graduated,The most interesting part was when I met a guy who went to my high school and graduated 11 years before me.,4230,7,17,"('The', 'most', 'interesting', 'part', 'was', 'when', 'I', 'met', 'a', 'guy', 'who', 'went', 'to', 'my', 'high', 'school', 'and', 'graduated', '11', 'years', 'before', 'me', '.')"
188,graduate,graduated,May 13:  Rochelle our bobbers graduated from pharmacy school!,15654,18,7,"('May', '13', ':', ' ', 'Rochelle', 'our', 'bobbers', 'graduated', 'from', 'pharmacy', 'school', '!')"
189,graduate,graduated,Although I haven't graduated high school yet I have a 4.0 GPA in college.,11618,28,4,"('Although', 'I', 'have', ""n't"", 'graduated', 'high', 'school', 'yet', 'I', 'have', 'a', '4.0', 'GPA', 'in', 'college', '.')"
190,graduate,graduated,I graduated from college in November of 2002 with a BA.,4745,9,1,"('I', 'graduated', 'from', 'college', 'in', 'November', 'of', '2002', 'with', 'a', 'BA', '.')"
191,graduate,graduated,I passes a student who graduated in January.,22610,43,5,"('I', 'passes', 'a', 'student', 'who', 'graduated', 'in', 'January', '.')"
192,graduate,graduate,I don't like being graduated with no job to graduate to.,23670,11,10,"('I', 'do', ""n't"", 'like', 'being', 'graduated', 'with', 'no', 'job', 'to', 'graduate', 'to', '.')"
193,graduate,graduating,Since graduating last June I've noticed I haven't really been thinking or writing at all.,29130,0,1,"('Since', 'graduating', 'last', 'June', 'I', ""'ve"", 'noticed', 'I', 'have', ""n't"", 'really', 'been', 'thinking', 'or', 'writing', 'at', 'all', '.')"
194,graduate,graduate,"And yet 2 years from now I could graduate and be given a residency at some accounting firm for 10 bucks an hour (works out to over 20,000 a year) forcing my wife to still be working.",17733,25,8,"('And', 'yet', '2', 'years', 'from', 'now', 'I', 'could', 'graduate', 'and', 'be', 'given', 'a', 'residency', 'at', 'some', 'accounting', 'firm', 'for', '10', 'bucks', 'an', 'hour', '(', 'works', 'out', 'to', 'over', '20,000', 'a', 'year', ')', 'forcing', 'my', 'wife', 'to', 'still', 'be', 'working', '.')"
195,graduate,graduate,"I also find myself eager to share that 'YES, I did graduate!",12197,12,13,"('I', 'also', 'find', 'myself', 'eager', 'to', 'share', 'that', ""'"", 'YES', ',', 'I', 'did', 'graduate', '!')"
196,graduate,graduate,"urlLink    getting all hot and heavy (sorry bout the lack of originality, ahha)  2) After that, we graduate to urh, the part where  WOMEN  gets pleased.",12351,14,24,"('urlLink', '   ', 'getting', 'all', 'hot', 'and', 'heavy', '(', 'sorry', 'bout', 'the', 'lack', 'of', 'originality', ',', 'ahha', ')', ' ', '2', ')', 'After', 'that', ',', 'we', 'graduate', 'to', 'urh', ',', 'the', 'part', 'where', ' ', 'WOMEN', ' ', 'gets', 'pleased', '.')"
197,graduate,graduate,In her own words:  ?My tears are crying' (drunk Tin-Tin)    If Procrastination Were a Major...   I'd graduate Magna Cum Laude.,15555,8,28,"('In', 'her', 'own', 'words', ':', ' ', '\x93', 'My', 'tears', 'are', 'crying', ""'"", '(', 'drunk', 'Tin', '-', 'Tin', ')', '   ', 'If', 'Procrastination', 'Were', 'a', 'Major', '...', '  ', 'I', ""'d"", 'graduate', 'Magna', 'Cum', 'Laude', '.')"
198,graduate,graduates,"Cut to:  The end of the movie where Travolta graduates wearing a 6 foot long oven mitt/lobster costume, and a smart looking mortarboard.",17991,12,11,"('Cut', 'to', ':', ' ', 'The', 'end', 'of', 'the', 'movie', 'where', 'Travolta', 'graduates', 'wearing', 'a', '6', 'foot', 'long', 'oven', 'mitt', '/', 'lobster', 'costume', ',', 'and', 'a', 'smart', 'looking', 'mortarboard', '.')"
199,graduate,Graduating,Graduating from college magna cum laude!,22191,13,0,"('Graduating', 'from', 'college', 'magna', 'cum', 'laude', '!')"
200,graduate,graduate,One thing I'm hoping I can get done before I graduate:  a personal art project that is a culmination of all I've learned so far artisically and with my engineering stuff.,24261,17,11,"('One', 'thing', 'I', ""'m"", 'hoping', 'I', 'can', 'get', 'done', 'before', 'I', 'graduate', ':', ' ', 'a', 'personal', 'art', 'project', 'that', 'is', 'a', 'culmination', 'of', 'all', 'I', ""'ve"", 'learned', 'so', 'far', 'artisically', 'and', 'with', 'my', 'engineering', 'stuff', '.')"
201,graduate,graduated,I graduated from High School with Honors..,13459,74,1,"('I', 'graduated', 'from', 'High', 'School', 'with', 'Honors', '..')"
202,graduate,graduated,I don't like being graduated with no job to graduate to.,23670,11,5,"('I', 'do', ""n't"", 'like', 'being', 'graduated', 'with', 'no', 'job', 'to', 'graduate', 'to', '.')"
203,graduate,graduating,"And now that other girl, that girl that is not me, is graduating from college, something that I am always going to do too, and the Desert Princess and this other girl are moving to Southern California, because they can.",11703,13,14,"('And', 'now', 'that', 'other', 'girl', ',', 'that', 'girl', 'that', 'is', 'not', 'me', ',', 'is', 'graduating', 'from', 'college', ',', 'something', 'that', 'I', 'am', 'always', 'going', 'to', 'do', 'too', ',', 'and', 'the', 'Desert', 'Princess', 'and', 'this', 'other', 'girl', 'are', 'moving', 'to', 'Southern', 'California', ',', 'because', 'they', 'can', '.')"
204,graduate,graduate,I have to have those credits or else I won't graduate!,5031,11,11,"('I', 'have', 'to', 'have', 'those', 'credits', 'or', 'else', 'I', 'wo', ""n't"", 'graduate', '!')"
205,graduate,Graduated,"Graduated with that in 1995, but the only way to really get to the FBI at that point was joining the police force and earning my way there.",32955,8,0,"('Graduated', 'with', 'that', 'in', '1995', ',', 'but', 'the', 'only', 'way', 'to', 'really', 'get', 'to', 'the', 'FBI', 'at', 'that', 'point', 'was', 'joining', 'the', 'police', 'force', 'and', 'earning', 'my', 'way', 'there', '.')"
206,graduate,graduated,"4. Gotten a call out of the blue from the Minnesota Children's Museum, a place I have been trying to get a job at since I graduated from college.",6613,4,29,"('4', '.', 'Gotten', 'a', 'call', 'out', 'of', 'the', 'blue', 'from', 'the', 'Minnesota', 'Children', ""'s"", 'Museum', ',', 'a', 'place', 'I', 'have', 'been', 'trying', 'to', 'get', 'a', 'job', 'at', 'since', 'I', 'graduated', 'from', 'college', '.')"
207,graduate,graduated,But I've found that for the most part my friends who have graduated don't want to hang out with sophomores and juniors as much.,28068,2,13,"('But', 'I', ""'ve"", 'found', 'that', 'for', 'the', 'most', 'part', 'my', 'friends', 'who', 'have', 'graduated', 'do', ""n't"", 'want', 'to', 'hang', 'out', 'with', 'sophomores', 'and', 'juniors', 'as', 'much', '.')"
208,graduate,graduating,TJ is graduating on June 11...,13771,5,2,"('TJ', 'is', 'graduating', 'on', 'June', '11', '...')"
209,graduate,graduated,"Wow, look at me...all graduated with no place to work.",23671,0,7,"('Wow', ',', 'look', 'at', 'me', '...', 'all', 'graduated', 'with', 'no', 'place', 'to', 'work', '.')"
210,graduate,graduated,"like i've seen some people who have graduated come to formals, like actually go and eat dinner and stuff, and its like PLEASE get a life!!",36976,8,8,"('like', 'i', ""'ve"", 'seen', 'some', 'people', 'who', 'have', 'graduated', 'come', 'to', 'formals', ',', 'like', 'actually', 'go', 'and', 'eat', 'dinner', 'and', 'stuff', ',', 'and', 'its', 'like', 'PLEASE', 'get', 'a', 'life', '!', '!')"
211,graduate,graduating,"I also had a good chat with Dr. Wilkinson, and informed her that I'm planning on graduating next year.",39118,19,18,"('I', 'also', 'had', 'a', 'good', 'chat', 'with', 'Dr.', 'Wilkinson', ',', 'and', 'informed', 'her', 'that', 'I', ""'m"", 'planning', 'on', 'graduating', 'next', 'year', '.')"
212,graduate,graduate,I thought I wasn't going to graduate!,34540,4,7,"('I', 'thought', 'I', 'was', ""n't"", 'going', 'to', 'graduate', '!')"
213,graduate,graduated,The fact that I got to take a job that has something to do with my degree instead of the collections job I thought I would have to take (twas a bad time economically when I graduated).,22129,10,37,"('The', 'fact', 'that', 'I', 'got', 'to', 'take', 'a', 'job', 'that', 'has', 'something', 'to', 'do', 'with', 'my', 'degree', 'instead', 'of', 'the', 'collections', 'job', 'I', 'thought', 'I', 'would', 'have', 'to', 'take', '(', 'twas', 'a', 'bad', 'time', 'economically', 'when', 'I', 'graduated', ')', '.')"
214,graduate,graduate,we're planning on getting one like once i graduate and all-,36906,40,9,"('we', ""'re"", 'planning', 'on', 'getting', 'one', 'like', 'once', 'i', 'graduate', 'and', 'all-')"
215,graduate,graduated,"Now, he has graduated.",26265,24,4,"('Now', ',', 'he', 'has', 'graduated', '.')"
216,graduate,graduated,"I graduated in May and I have been nothing but exhuberent that I don't have homework, classes, roommates, etc...",29218,17,1,"('I', 'graduated', 'in', 'May', 'and', 'I', 'have', 'been', 'nothing', 'but', 'exhuberent', 'that', 'I', 'do', ""n't"", 'have', 'homework', ',', 'classes', ',', 'roommates', ',', 'etc', '...')"
217,graduate,graduated,"As most of you know, I just graduated with a psychology degree.",29222,0,8,"('As', 'most', 'of', 'you', 'know', ',', 'I', 'just', 'graduated', 'with', 'a', 'psychology', 'degree', '.')"
218,graduate,graduated,"He is a large and obese man of thirty years of age; lives with his mother; doesn't have a jog; graduated with a masters, though; is a slob; a pig; and an absolute repugnant person.",17009,7,24,"('He', 'is', 'a', 'large', 'and', 'obese', 'man', 'of', 'thirty', 'years', 'of', 'age', ';', 'lives', 'with', 'his', 'mother', ';', 'does', ""n't"", 'have', 'a', 'jog', ';', 'graduated', 'with', 'a', 'masters', ',', 'though', ';', 'is', 'a', 'slob', ';', 'a', 'pig', ';', 'and', 'an', 'absolute', 'repugnant', 'person', '.')"
219,graduate,graduated,It is kind of funny because the local high school has held the record for the high school which has graduated the most Nobel prize winners in America.,36652,11,20,"('It', 'is', 'kind', 'of', 'funny', 'because', 'the', 'local', 'high', 'school', 'has', 'held', 'the', 'record', 'for', 'the', 'high', 'school', 'which', 'has', 'graduated', 'the', 'most', 'Nobel', 'prize', 'winners', 'in', 'America', '.')"
220,graduate,graduate,This means that we had to act like we were going to graduate from high school and we had to write a letter saying that we really want to go to college.,18465,41,12,"('This', 'means', 'that', 'we', 'had', 'to', 'act', 'like', 'we', 'were', 'going', 'to', 'graduate', 'from', 'high', 'school', 'and', 'we', 'had', 'to', 'write', 'a', 'letter', 'saying', 'that', 'we', 'really', 'want', 'to', 'go', 'to', 'college', '.')"
221,graduate,graduate,"Most of the people in those pictures have graduated and gone on to medical school, the business world, the working professional world, and to graduate school.",25057,6,27,"('Most', 'of', 'the', 'people', 'in', 'those', 'pictures', 'have', 'graduated', 'and', 'gone', 'on', 'to', 'medical', 'school', ',', 'the', 'business', 'world', ',', 'the', 'working', 'professional', 'world', ',', 'and', 'to', 'graduate', 'school', '.')"
222,graduate,graduating,like i see myself graduating from college and being independent of my parents.,37005,27,4,"('like', 'i', 'see', 'myself', 'graduating', 'from', 'college', 'and', 'being', 'independent', 'of', 'my', 'parents', '.')"
223,graduate,graduated,It turned out that he'd graduated with a degree in Mathmatics.,9983,209,6,"('It', 'turned', 'out', 'that', 'he', ""'d"", 'graduated', 'with', 'a', 'degree', 'in', 'Mathmatics', '.')"
224,graduate,graduated,her teacher was MY 7th grade teacher and it's a little hard for me to believe it's been 11 years since i graduated from that place.,15494,28,24,"('her', 'teacher', 'was', 'MY', '7th', 'grade', 'teacher', 'and', 'it', ""'s"", 'a', 'little', 'hard', 'for', 'me', 'to', 'believe', 'it', ""'s"", 'been', '11', 'years', 'since', 'i', 'graduated', 'from', 'that', 'place', '.')"
225,graduate,graduated,i graduated from college...,13063,19,1,"('i', 'graduated', 'from', 'college', '...')"
226,graduate,graduate,"Anyway, they don't graduate til May and wouldn't be legal til sometime in June/July, but just the fact that someone was expressing an interest was very positive for me.",31928,9,5,"('Anyway', ',', 'they', 'do', ""n't"", 'graduate', 'til', 'May', 'and', 'would', ""n't"", 'be', 'legal', 'til', 'sometime', 'in', 'June', '/', 'July', ',', 'but', 'just', 'the', 'fact', 'that', 'someone', 'was', 'expressing', 'an', 'interest', 'was', 'very', 'positive', 'for', 'me', '.')"
227,graduate,graduated,jessi jus graduated and tyler's gonna be  a junior!,22382,20,2,"('jessi', 'jus', 'graduated', 'and', 'tyler', ""'s"", 'gon', 'na', 'be', ' ', 'a', 'junior', '!')"
228,graduate,graduated,They hid their surprise and promptly asked me if I graduated!!,12197,6,10,"('They', 'hid', 'their', 'surprise', 'and', 'promptly', 'asked', 'me', 'if', 'I', 'graduated', '!', '!')"
229,graduate,graduate,"He will graduate May 2005, I will graduate May 2006, and then what?",39416,35,2,"('He', 'will', 'graduate', 'May', '2005', ',', 'I', 'will', 'graduate', 'May', '2006', ',', 'and', 'then', 'what', '?')"
230,graduate,graduated,"It's music for the soul searchers, for the strugglers, for recently graduated college students like me making the difficult transition to real life.",24805,25,14,"('It', ""'s"", 'music', 'for', 'the', 'soul', 'searchers', ',', 'for', 'the', 'strugglers', ',', 'for', 'recently', 'graduated', 'college', 'students', 'like', 'me', 'making', 'the', 'difficult', 'transition', 'to', 'real', 'life', '.')"
231,graduate,graduated,Iya and I were talking to Jhoette on the phone and he was telling us about their new friend Joe who graduated from St. Brendan.,15592,1,21,"('Iya', 'and', 'I', 'were', 'talking', 'to', 'Jhoette', 'on', 'the', 'phone', 'and', 'he', 'was', 'telling', 'us', 'about', 'their', 'new', 'friend', 'Joe', 'who', 'graduated', 'from', 'St.', 'Brendan', '.')"
232,graduate,graduate,"I'm hoping to apply for a bursary from school to help with living expenses, at least till I graduate.",404,9,20,"('I', ""'m"", 'hoping', 'to', 'apply', 'for', 'a', 'bursary', 'from', 'school', 'to', 'help', 'with', 'living', 'expenses', ',', 'at', 'least', 'till', 'I', 'graduate', '.')"
233,graduate,graduated,"I recently graduated, and thus had a graduation party.",23914,3,2,"('I', 'recently', 'graduated', ',', 'and', 'thus', 'had', 'a', 'graduation', 'party', '.')"
234,graduate,graduate,"ahah but what gets to me is that wow- if i can actually graduate in 5 years with ALL the goofing off i did, imagine how much faster i could have finished without the goofing off..if..if..",36886,39,13,"('ahah', 'but', 'what', 'gets', 'to', 'me', 'is', 'that', 'wow-', 'if', 'i', 'can', 'actually', 'graduate', 'in', '5', 'years', 'with', 'ALL', 'the', 'goofing', 'off', 'i', 'did', ',', 'imagine', 'how', 'much', 'faster', 'i', 'could', 'have', 'finished', 'without', 'the', 'goofing', 'off', '..', 'if', '..', 'if', '..')"
235,graduate,graduate,"Well, I'm sure you already know the missionary by heart, so we'll graduate on to more interesting positions.",12372,5,16,"('Well', ',', 'I', ""'m"", 'sure', 'you', 'already', 'know', 'the', 'missionary', 'by', 'heart', ',', 'so', 'we', ""'ll"", 'graduate', 'on', 'to', 'more', 'interesting', 'positions', '.')"
236,graduate,graduating,"It is hard, even with all my years of taking college courses and all my natural snarkiness, to feel anything but proud that I'll end up graduating from here.",29211,36,29,"('It', 'is', 'hard', ',', 'even', 'with', 'all', 'my', 'years', 'of', 'taking', 'college', 'courses', 'and', 'all', 'my', 'natural', 'snarkiness', ',', 'to', 'feel', 'anything', 'but', 'proud', 'that', 'I', ""'ll"", 'end', 'up', 'graduating', 'from', 'here', '.')"
237,graduate,graduate,"But long story short, I was having to graduate in the coming December graduation, I was super bummed about it, and ended the e-mail with 'Do I still get a new car?",34556,5,9,"('But', 'long', 'story', 'short', ',', 'I', 'was', 'having', 'to', 'graduate', 'in', 'the', 'coming', 'December', 'graduation', ',', 'I', 'was', 'super', 'bummed', 'about', 'it', ',', 'and', 'ended', 'the', 'e', '-', 'mail', 'with', ""'"", 'Do', 'I', 'still', 'get', 'a', 'new', 'car', '?')"
238,graduate,graduate,"At my current pace, I will graduate in either Dec '05 or May '06.",1404,6,7,"('At', 'my', 'current', 'pace', ',', 'I', 'will', 'graduate', 'in', 'either', 'Dec', ""'"", '05', 'or', 'May', ""'"", '06', '.')"
239,graduate,graduate,"I graduate in May, pass through NWArk beginning of June, and then spend June and July teaching creative writing to high schoolers in Kansas.",35599,4,1,"('I', 'graduate', 'in', 'May', ',', 'pass', 'through', 'NWArk', 'beginning', 'of', 'June', ',', 'and', 'then', 'spend', 'June', 'and', 'July', 'teaching', 'creative', 'writing', 'to', 'high', 'schoolers', 'in', 'Kansas', '.')"
240,graduate,graduated,"There were 40 some odd girls that I graduated High School with, and just four short years later, 22 of them are married.",39122,12,8,"('There', 'were', '40', 'some', 'odd', 'girls', 'that', 'I', 'graduated', 'High', 'School', 'with', ',', 'and', 'just', 'four', 'short', 'years', 'later', ',', '22', 'of', 'them', 'are', 'married', '.')"
241,graduate,graduate,"by the time i graduate, i want to have a good amount of money saved, (and of course a job!)",36920,16,4,"('by', 'the', 'time', 'i', 'graduate', ',', 'i', 'want', 'to', 'have', 'a', 'good', 'amount', 'of', 'money', 'saved', ',', '(', 'and', 'of', 'course', 'a', 'job', '!', ')')"
242,graduate,graduating,"In addition, with Jackie graduating from SJC, she is now 2 to 2 1/2 hours away...and with her working two jobs, me in classes, gas prices being what they are, just seems like a recipe for a very stressful summer.",9909,8,5,"('In', 'addition', ',', 'with', 'Jackie', 'graduating', 'from', 'SJC', ',', 'she', 'is', 'now', '2', 'to', '2', '1/2', 'hours', 'away', '...', 'and', 'with', 'her', 'working', 'two', 'jobs', ',', 'me', 'in', 'classes', ',', 'gas', 'prices', 'being', 'what', 'they', 'are', ',', 'just', 'seems', 'like', 'a', 'recipe', 'for', 'a', 'very', 'stressful', 'summer', '.')"
243,graduate,graduating,"One of the designers who set up her company after graduating from college went on to be very successful and was contacted by ppl in japan to go over there and design restaurants, watches, clothes, etc.",1359,4,10,"('One', 'of', 'the', 'designers', 'who', 'set', 'up', 'her', 'company', 'after', 'graduating', 'from', 'college', 'went', 'on', 'to', 'be', 'very', 'successful', 'and', 'was', 'contacted', 'by', 'ppl', 'in', 'japan', 'to', 'go', 'over', 'there', 'and', 'design', 'restaurants', ',', 'watches', ',', 'clothes', ',', 'etc', '.')"
244,graduate,graduated,"If you haven't graduated yet, what would you like your quote to be?",18420,7,4,"('If', 'you', 'have', ""n't"", 'graduated', 'yet', ',', 'what', 'would', 'you', 'like', 'your', 'quote', 'to', 'be', '?')"
245,graduate,graduating,now im graduating in may and GOD,37007,24,3,"('now', 'i', 'm', 'graduating', 'in', 'may', 'and', 'GOD')"
246,graduate,graduated,This other guy who just graduated was talking about how he goes to the Rocky Horror Picture Show sometimes and he told me that I could go with him and his friends when they come back here for Christmas break.,20890,33,5,"('This', 'other', 'guy', 'who', 'just', 'graduated', 'was', 'talking', 'about', 'how', 'he', 'goes', 'to', 'the', 'Rocky', 'Horror', 'Picture', 'Show', 'sometimes', 'and', 'he', 'told', 'me', 'that', 'I', 'could', 'go', 'with', 'him', 'and', 'his', 'friends', 'when', 'they', 'come', 'back', 'here', 'for', 'Christmas', 'break', '.')"
247,graduate,graduated,"The second daughter, Virginia May, born September 10, 1886, was graduated with her sister from Hamilton Female College, at Lexington, in June 1905, as president of the class and in the following December, married N. R. Patterson, attorney-at-law, at Owingsville, Bath county, Kentucky.",34484,60,14,"('The', 'second', 'daughter', ',', 'Virginia', 'May', ',', 'born', 'September', '10', ',', '1886', ',', 'was', 'graduated', 'with', 'her', 'sister', 'from', 'Hamilton', 'Female', 'College', ',', 'at', 'Lexington', ',', 'in', 'June', '1905', ',', 'as', 'president', 'of', 'the', 'class', 'and', 'in', 'the', 'following', 'December', ',', 'married', 'N.', 'R.', 'Patterson', ',', 'attorney', '-', 'at', '-', 'law', ',', 'at', 'Owingsville', ',', 'Bath', 'county', ',', 'Kentucky', '.')"
248,graduate,graduating,"the finish line of a long race, a promotion, a graduating child, a completed campaign.",12702,46,12,"('the', 'finish', 'line', 'of', 'a', 'long', 'race', ',', 'a', 'promotion', ',', 'a', 'graduating', 'child', ',', 'a', 'completed', 'campaign', '.')"
249,graduate,graduating,"Rochelle, who's graduating from Pharmacy school THIS YEAR, is the most fervent student I know.",15590,8,4,"('Rochelle', ',', 'who', ""'s"", 'graduating', 'from', 'Pharmacy', 'school', 'THIS', 'YEAR', ',', 'is', 'the', 'most', 'fervent', 'student', 'I', 'know', '.')"
